ORGAN_CODE,YY,CATEGORY,VAL
3250000,2017,유지,0
3250000,2017,양어장,0
3250000,2017,수도용지,40181.3
3250000,2017,공원,170431.6
3250000,2017,체육용지,0
3250000,2017,유원지,0
3250000,2017,종교용지,23251.1
3250000,2017,사적지,0
3250000,2017,묘지,0
3250000,2017,잡종지,21820.5
3360000,2017,계,181491529.6
3360000,2017,전,8766292.2
3360000,2017,답,44139771.7
3360000,2017,과수원,62922
3360000,2017,목장용지,351366
3360000,2017,임야,41957446.6
3360000,2017,광천지,0
3360000,2017,염전,60691
3360000,2017,대,11839411.9
3360000,2017,공장용지,11826421.1
3360000,2017,학교용지,720870.3
3360000,2017,주차장,178464.3
3360000,2017,주유소용지,84087
3360000,2017,창고용지,213221.6
3360000,2017,도로,13196488.3
3360000,2017,철도용지,693672.8
3360000,2017,제방,1709218
3360000,2017,하천,20765795.9
3360000,2017,구거,6337903.5
3360000,2017,유지,540475.6
3360000,2017,양어장,11548
3360000,2017,수도용지,164337
3360000,2017,공원,2672718.4
3360000,2017,체육용지,264672.6
3360000,2017,유원지,614952.7
3360000,2017,종교용지,96189.2
3360000,2017,사적지,17880
3360000,2017,묘지,359665
3360000,2017,잡종지,13845046.9
6260000,2017,계,770035675.8
6260000,2017,전,20541979.7
6260000,2017,답,71575021.8
6260000,2017,과수원,2255085
6260000,2017,목장용지,1889304
6260000,2017,임야,345625410.4
6260000,2017,광천지,383.1
6260000,2017,염전,60691
6260000,2017,대,109070323.9
6260000,2017,공장용지,27111768.9
6260000,2017,학교용지,12439544.3
6260000,2017,주차장,1183297.1
6260000,2017,주유소용지,703280.8
6260000,2017,창고용지,1300837
6260000,2017,도로,57532738.5
6260000,2017,철도용지,4534464.3
6260000,2017,제방,2512750.3
6260000,2017,하천,43757808
6260000,2017,구거,12603090.2
6260000,2017,유지,1328422.6
6260000,2017,양어장,38307
6260000,2017,수도용지,3000040.9
6260000,2017,공원,10640950
6260000,2017,체육용지,4517472
6260000,2017,유원지,2466061.6
6260000,2017,종교용지,1755870.4
6260000,2017,사적지,214911
6260000,2017,묘지,2927786.1
6260000,2017,잡종지,28448075.9
3260000,2017,계,13978324.1
3260000,2017,전,422860.9
3260000,2017,답,44534
3260000,2017,과수원,0
3260000,2017,목장용지,0
3260000,2017,임야,6781759.4
3260000,2017,광천지,0
3260000,2017,염전,0
3260000,2017,대,3775110
3260000,2017,공장용지,123053.3
3260000,2017,학교용지,461623.4
3260000,2017,주차장,20497.2
3260000,2017,주유소용지,6625.2
3260000,2017,창고용지,75103
3260000,2017,도로,1342040.2
3260000,2017,철도용지,0
3260000,2017,제방,21474.3
3260000,2017,하천,22378.9
3260000,2017,구거,111488.1
3260000,2017,유지,1815
3260000,2017,양어장,0
3260000,2017,수도용지,18462.5
3260000,2017,공원,25351.4
3260000,2017,체육용지,75491
3260000,2017,유원지,18335.3
3260000,2017,종교용지,76816.4
3260000,2017,사적지,0
3260000,2017,묘지,133370.6
3260000,2017,잡종지,420134
3270000,2017,계,9736399.7
3270000,2017,전,52032
3270000,2017,답,18870
3270000,2017,과수원,0
3270000,2017,목장용지,0
3270000,2017,임야,2739820
3270000,2017,광천지,0
3270000,2017,염전,0
3270000,2017,대,3616043
3270000,2017,공장용지,8783.9
3270000,2017,학교용지,209745.8
3270000,2017,주차장,31004
3270000,2017,주유소용지,12780
3270000,2017,창고용지,13836.3
3270000,2017,도로,1480047.7
3270000,2017,철도용지,565150.6
3270000,2017,제방,4045.8
3270000,2017,하천,54175
3270000,2017,구거,132995.4
3270000,2017,유지,0
3270000,2017,양어장,0
3270000,2017,수도용지,50961.4
3270000,2017,공원,15997.2
3270000,2017,체육용지,0
3270000,2017,유원지,0
3270000,2017,종교용지,49615.1
3270000,2017,사적지,516
3270000,2017,묘지,19129
3270000,2017,잡종지,660851.5
3280000,2017,계,14195627.9
3280000,2017,전,344781.2
3280000,2017,답,117825.9
3280000,2017,과수원,0
3280000,2017,목장용지,0
3280000,2017,임야,3907259.3
3280000,2017,광천지,4
3280000,2017,염전,0
3280000,2017,대,4107337.8
3280000,2017,공장용지,733452.3
3280000,2017,학교용지,1016818.1
3280000,2017,주차장,66879.9
3280000,2017,주유소용지,53331
3280000,2017,창고용지,114831.3
3280000,2017,도로,1348776.6
3280000,2017,철도용지,0
3280000,2017,제방,49872.7
3280000,2017,하천,0
3280000,2017,구거,144755.7
3280000,2017,유지,176
3280000,2017,양어장,0
3280000,2017,수도용지,25128
3280000,2017,공원,109131.3
3280000,2017,체육용지,12876.8
3280000,2017,유원지,1542761
3280000,2017,종교용지,110410.1
3280000,2017,사적지,8625
3280000,2017,묘지,56367
3280000,2017,잡종지,324226.9
3290000,2017,계,29665979.3
3290000,2017,전,86378.5
3290000,2017,답,229420
3290000,2017,과수원,0
3290000,2017,목장용지,0
3290000,2017,임야,9666715.6
3290000,2017,광천지,3
3290000,2017,염전,0
3290000,2017,대,9546905.1
3290000,2017,공장용지,3622.9
3290000,2017,학교용지,1152248.9
