ORGAN_CODE,YY,VAL
4250000,2017,20917070.5
4260000,2017,21896640.1
4270000,2017,14053901.4
4280000,2017,18817957.1
4290000,2017,12492999.8
4300000,2017,13494810.5
4310000,2017,10862681.2
4320000,2017,9541209.2
4330000,2017,15287165.9
4340000,2017,10417229.6
4350000,2017,13778320.3
6430000,2017,233825054
5710000,2017,46807677.9
5725000,2017,
4390000,2017,37794218.5
5730000,2017,
4400000,2017,23048707.5
5735000,2017,
4420000,2017,15458946.5
4430000,2017,15852333.1
4440000,2017,17584993.7
5570000,2017,3821930
4450000,2017,15532911.6
4460000,2017,20404058.3
4470000,2017,23010742.9
4480000,2017,14508534
6440000,2017,293423623.9
4490000,2017,26781865
4500000,2017,17456791.6
5650000,2017,
4510000,2017,21466096.5
5660000,2017,
4520000,2017,21096905.7
4530000,2017,25028544.3
4540000,2017,21758180.1
5580000,2017,2181765.3
4550000,2017,14017844.7
4570000,2017,19841370
5680000,2017,34393758
4580000,2017,17902354.1
4590000,2017,13566806.5
4600000,2017,18350897.4
4610000,2017,22634153.8
4620000,2017,16946290.9
6450000,2017,316836662.9
4640000,2017,18382932.5
4670000,2017,23852150.4
4680000,2017,31374859.1
4690000,2017,28757611.7
4700000,2017,28784397.7
4710000,2017,28523417.7
4720000,2017,24773156.1
4730000,2017,16089922
4740000,2017,14331178.3
4750000,2017,16307765.8
4760000,2017,18410375.1
4770000,2017,15489950.5
4780000,2017,28638134.2
4790000,2017,23120811.8
6460000,2017,439005798.1
4800000,2017,6936037.6
4810000,2017,22097783.7
4820000,2017,27103214.9
4830000,2017,27395902.2
4840000,2017,18813141.4
4850000,2017,18225610.2
4860000,2017,12410323.7
4870000,2017,9689758.2
4880000,2017,27610448.1
4890000,2017,23820390.6
4900000,2017,17525203.7
4910000,2017,20068033.7
4920000,2017,17098798
4930000,2017,39373631
4940000,2017,28210287.8
4950000,2017,21522827.8
4960000,2017,18685841.3
4970000,2017,19280017.7
4980000,2017,19070293.5
4990000,2017,13379516.7
5000000,2017,15596456.6
5010000,2017,15092279.7
6470000,2017,412737264.8
5020000,2017,30840220
5050000,2017,34383885.5
5060000,2017,22917557.6
5070000,2017,29645184.5
5080000,2017,21553123.1
5090000,2017,17416768.8
5100000,2017,25656146.2
5110000,2017,29249833.2
5120000,2017,18499775.2
5130000,2017,15803221.3
5140000,2017,11084105.3
5150000,2017,19879646.1
5160000,2017,8969689
5170000,2017,9135919.8
5180000,2017,10077821.7
5190000,2017,14702950.3
5200000,2017,9707255.6
5210000,2017,14414949.5
5220000,2017,13068699.5
5230000,2017,22108475.9
5240000,2017,19472786
5250000,2017,12892911.7
5260000,2017,1256339
5420000,2017,17168803.5
6480000,2017,347937396.5
5670000,2017,37806567.9
5310000,2017,31200847.8
5330000,2017,10635466
5340000,2017,17082525
5350000,2017,27412588.8
5360000,2017,20597222.8
5370000,2017,15611220.5
5380000,2017,14647637.9
5390000,2017,12128574.9
5400000,2017,17609185.4
5410000,2017,17355349.3
5430000,2017,10287410
5440000,2017,18273277.7
5450000,2017,20082401.2
5460000,2017,18294160.9
5470000,2017,18287824.4
5480000,2017,23456332.5
6500000,2017,87953040.3
6510000,2017,49258813.9
6520000,2017,38694226.4
6110000,2018,79092642.7
3000000,2018,2367538.4
3010000,2018,2147062.3
3020000,2018,2479225.2
3030000,2018,2254382.4
3040000,2018,2491233.6
3050000,2018,2639889.8
3060000,2018,2729325.2
3070000,2018,2730944.2
3080000,2018,1997160.7
3090000,2018,2084028.6
3100000,2018,2805043.3
3110000,2018,2888207.2
3120000,2018,2160497.6
3130000,2018,3472037.2
3140000,2018,3105319
3150000,2018,3993745.9
3160000,2018,2856578.5
3170000,2018,2021431.1
3180000,2018,4267830.9
3190000,2018,2345605.7
3200000,2018,2607712.2
3210000,2018,6264373.3
3220000,2018,6698666
3230000,2018,5963863
3240000,2018,3720941.4
3250000,2018,746500.7
3360000,2018,13200250.9
6260000,2018,57746205.5
3260000,2018,1345803.1
3270000,2018,1482381.6
3280000,2018,1350480.4
3290000,2018,3133549.4
3300000,2018,2355844.6
3310000,2018,2733140.1
3320000,2018,2352810.3
3330000,2018,4012076.1
3340000,2018,3879466.3
3350000,2018,3895798.9
3370000,2018,1760370.9
3380000,2018,1612074.2
3390000,2018,3247908.4
3400000,2018,10637749.6
3410000,2018,1714726
3430000,2018,3409787.8
3420000,2018,10055857.3
3440000,2018,2248892.4
3450000,2018,8684129.5
6270000,2018,59027585.2
3460000,2018,7523714.8
3470000,2018,8389151.1
3480000,2018,17001326.3
3490000,2018,13653147.1
3560000,2018,13796778
3500000,2018,1136624
6280000,2018,81778396.6
3510500,2018,5029407.4
3520000,2018,8806175.3
3530000,2018,9112107.3
3540000,2018,4588673.4
3550000,2018,5168118.4
3570000,2018,16687931.2
3580000,2018,3799434.5
3600000,2018,6336136.7
3590000,2018,2747964
3610000,2018,4972809.6
3620000,2018,9992188.2
6290000,2018,40098243.3
3630000,2018,16049144.8
3650000,2018,4648277.3
3660000,2018,8095838.7
3640000,2018,7844278.2
6300000,2018,39551409.6
3670000,2018,12560818.4
3680000,2018,6402197
3690000,2018,4040111
3710000,2018,2767799.1
3700000,2018,7883332.4
3720000,2018,5773518.6
6310000,2018,45959005.5
3730000,2018,25494244.4
6410000,2018,445354753.9
3740000,2018,15413415.6
3780000,2018,16015934.7
3820000,2018,7091361.4
3830000,2018,5863557.4
3860000,2018,
3860000,2018,9408115.8
3900000,2018,4285411.8
3910000,2018,29032381.1
3920000,2018,2807995.7
3930000,2018,16978768.5
3940000,2018,19880098.1
3970000,2018,2229202.2
3980000,2018,3646189.4
3990000,2018,15587252.5
4000000,2018,5224342.7
4010000,2018,17927258.3
4020000,2018,3791456.7
4030000,2018,4829206.9
4040000,2018,5646942.2
4050000,2018,23139850.4
4060000,2018,24669170.7
4070000,2018,23524162.3
4080000,2018,22500342.6
4090000,2018,17075849
5530000,2018,40577796.6
5540000,2018,13355193.5
5590000,2018,12330840.9
5600000,2018,16147067.5
5700000,2018,23934330
4140000,2018,11715996.1
4160000,2018,10916140.8
4170000,2018,19809122.5
5690000,2018,18472399.2
6420000,2018,276586590.3
4180000,2018,21986705.5
4190000,2018,27636825
4200000,2018,24842472.5
4210000,2018,7255488.4
4220000,2018,4313706.7
4230000,2018,4223611.6
4240000,2018,18717635.9
4250000,2018,22291832.9
4260000,2018,22029745.4
4270000,2018,14321033.7
4280000,2018,19997611.7
4290000,2018,12889789.8
4300000,2018,13574286.9
4310000,2018,10861549.2
4320000,2018,9636424.9
4330000,2018,16352565.5
4340000,2018,10461545
4350000,2018,15193759.7
6430000,2018,237683963.5
5710000,2018,48464242.4
5725000,2018,
4390000,2018,38669505.6
5730000,2018,
4400000,2018,23171715.5
5735000,2018,
4420000,2018,15491353.3
4430000,2018,15988626.6
4440000,2018,18345054.3
5570000,2018,3853955.8
4450000,2018,15620708.1
4460000,2018,20434174.3
4470000,2018,23086320.1
4480000,2018,14558307.5
6440000,2018,297205418.8
4490000,2018,26982630.8
4500000,2018,17503043.9
5650000,2018,
4510000,2018,21937080.6
5660000,2018,
4520000,2018,21242798.4
4530000,2018,25264077.9
4540000,2018,21811226.1
5580000,2018,2185926.6
4550000,2018,14077881.7
4570000,2018,19923530.5
5680000,2018,34702176.7
4580000,2018,17946378.9
4590000,2018,15242050.3
4600000,2018,18453706.6
4610000,2018,22902937.4
4620000,2018,17029972.4
6450000,2018,323233413.7
4640000,2018,18416720.7
4670000,2018,24299334.8
4680000,2018,31715210
4690000,2018,28879513.2
4700000,2018,30534042.1
4710000,2018,28816548.5
4720000,2018,24623630.1
4730000,2018,17484054.5
4740000,2018,14344776.5
4750000,2018,16485916.5
4760000,2018,18610440.2
4770000,2018,16234021.3
4780000,2018,29173316.3
4790000,2018,23615889
6460000,2018,441894611
4800000,2018,6943500.5
4810000,2018,22125509.8
4820000,2018,27152793.3
4830000,2018,27413354.5
4840000,2018,19162644.3
4850000,2018,18343920.6
4860000,2018,12440602.3
4870000,2018,9709051.2
4880000,2018,27670065.1
4890000,2018,23892239.6
4900000,2018,17778495.7
4910000,2018,20175545.8
4920000,2018,17155260.4
4930000,2018,39488891.3
4940000,2018,28259224.1
4950000,2018,21554180
4960000,2018,18716972.9
4970000,2018,19427009.7
4980000,2018,19967323.3
4990000,2018,13605234.1
5000000,2018,15799216.8
5010000,2018,15113575.7
6470000,2018,419341430.2
5020000,2018,31168936.1
5050000,2018,36024000.4
5060000,2018,23294890.4
5070000,2018,31203772.4
5080000,2018,21610120.5
5090000,2018,17536952.6
5100000,2018,25795657.6
5110000,2018,29644773.8
5120000,2018,18750944.2
5130000,2018,16135891.4
5140000,2018,11251204
5150000,2018,20523120.6
5160000,2018,8975839
5170000,2018,9157314.4
5180000,2018,10094217.6
5190000,2018,14832595.3
5200000,2018,9930964.8
5210000,2018,14529273.3
5220000,2018,13120101.4
5230000,2018,22098329.8
5240000,2018,19478756.5
5250000,2018,12927604.7
5260000,2018,1256169.4
5420000,2018,17240635.7
6480000,2018,355540624.7
5670000,2018,38249618.4
5310000,2018,31403107.2
5330000,2018,10692577.7
5340000,2018,18412045.2
5350000,2018,27791463.6
5360000,2018,20779491.3
5370000,2018,16000051.1
5380000,2018,15323043.4
5390000,2018,12362765.7
5400000,2018,17683464.9
5410000,2018,17271448.7
5430000,2018,10519385.7
5440000,2018,18891557.5
5450000,2018,20379102.9
5460000,2018,19068800.7
5470000,2018,18939006.7
5480000,2018,24533058.3
6500000,2018,88374850.2
6510000,2018,49484066.7
6520000,2018,38890783.5
6110000,2019,79277391.6
3000000,2019,2369772.2
3010000,2019,2148274.5
3020000,2019,2481085.2
3030000,2019,2256408.1
3040000,2019,2495694.1
3050000,2019,2637075.5
3060000,2019,2845217.9
3070000,2019,2724129.9
3080000,2019,2000479.6
3090000,2019,2083239.8
3100000,2019,2823777.1
3110000,2019,2908089.5
3120000,2019,2157129.3
3130000,2019,3473093.3
3140000,2019,3108671.2
3150000,2019,3994519.8
3160000,2019,2858066.6
3170000,2019,2022988
3180000,2019,4272735.5
3190000,2019,2351050.7
3200000,2019,2607929.2
3210000,2019,6263941.8
3220000,2019,6700039
3230000,2019,5964445.4
3240000,2019,3729538.4
3250000,2019,746689.7
3360000,2019,13523832.9
6260000,2019,58395424.8
3260000,2019,1353191.2
3270000,2019,1482523.5
3280000,2019,1356461.3
3290000,2019,3129173.8
3300000,2019,2363249.4
3310000,2019,2724837.3
3320000,2019,2431409.1
3330000,2019,4009782.6
3340000,2019,3902724.1
3350000,2019,3922539
3370000,2019,1767277.6
3380000,2019,1611078.7
3390000,2019,3255180.3
3400000,2019,10815474.3
3410000,2019,1715451.3
3430000,2019,3406615.1
3420000,2019,10111866.5
3440000,2019,2248000.1
3450000,2019,8831624.9
6270000,2019,59444905.7
3460000,2019,7521454.6
3470000,2019,8411130.3
3480000,2019,17198762.9
3490000,2019,13844680.6
3560000,2019,13836967.3
3500000,2019,1137165.4
6280000,2019,82985721.4
3510500,2019,5082904.9
3520000,2019,8827252.6
3530000,2019,9191570.3
3540000,2019,4597635.4
3550000,2019,5256763.5
3570000,2019,17348348.9
3580000,2019,3862432.5
3600000,2019,6337487.5
3590000,2019,2771385.3
3610000,2019,4973077.3
3620000,2019,10257265.3
6290000,2019,40675079.6
3630000,2019,16335864.2
3650000,2019,4670692.6
3660000,2019,8101244.1
3640000,2019,7851116
6300000,2019,39706557.6
3670000,2019,12677439.9
3680000,2019,6406065
3690000,2019,4044900.7
3710000,2019,2819942.8
3700000,2019,7889092.1
3720000,2019,6177807.5
6310000,2019,46786002.1
3730000,2019,25854259
6410000,2019,454889442.8
3740000,2019,15516563.8
3780000,2019,16014933.5
3820000,2019,7096942.8
3830000,2019,5897914.6
3860000,2019,
3860000,2019,9410574.3
3900000,2019,4289832.8
3910000,2019,30095724.5
3920000,2019,2952289.4
3930000,2019,17009900.9
3940000,2019,20103905.4
3970000,2019,2229760.2
3980000,2019,3770128.9
3990000,2019,16289133.6
4000000,2019,5290899
4010000,2019,18637980.3
4020000,2019,3981450.1
4030000,2019,4880041.6
4040000,2019,5704781.4
4050000,2019,23361701.5
4060000,2019,25202813
4070000,2019,23746859.6
4080000,2019,22928391.1
4090000,2019,17620192.9
5530000,2019,42850524.6
5540000,2019,13599663.1
5590000,2019,12515502.5
5600000,2019,16456687.3
5700000,2019,24104817.1
4140000,2019,11786929.9
4160000,2019,11060690.1
4170000,2019,20481913
5690000,2019,18721863.3
6420000,2019,278889489.5
4180000,2019,22604790.8
4190000,2019,28130762.5
4200000,2019,24873194.6
4210000,2019,7288404.6
4220000,2019,4324019.9
4230000,2019,4228793.3
4240000,2019,18736511
4250000,2019,22502242.8
4260000,2019,22210833.4
4270000,2019,14386605.1
4280000,2019,20240892.8
4290000,2019,12920045.3
4300000,2019,13648791
4310000,2019,10867138.6
4320000,2019,9675790.7
4330000,2019,16443738.3
4340000,2019,10580254.2
4350000,2019,15226680.6
6430000,2019,239816019.1
5710000,2019,49253438.7
5725000,2019,
4390000,2019,38925823.8
5730000,2019,
4400000,2019,23535034.1
5735000,2019,
4420000,2019,15517205.8
4430000,2019,16032175.4
4440000,2019,18569135.7
5570000,2019,3902477.3
4450000,2019,15683613
4460000,2019,20625490.4
4470000,2019,23203463.3
4480000,2019,14568161.6
6440000,2019,300816096.2
4490000,2019,27237038.5
4500000,2019,18628727.2
5650000,2019,
4510000,2019,22057390.2
5660000,2019,
4520000,2019,21599512.7
4530000,2019,25820708.1
4540000,2019,21940260.5
5580000,2019,2275668.9
4550000,2019,14131294.6
4570000,2019,19950413.8
5680000,2019,35201829.7
4580000,2019,17963379.1
4590000,2019,15313085.2
4600000,2019,18500180.4
4610000,2019,23116730.9
4620000,2019,17079876.4
6450000,2019,325969305
4640000,2019,18541815.7
4670000,2019,24489354.3
4680000,2019,31898471.7
4690000,2019,28909140.5
4700000,2019,30676549.6
4710000,2019,28939905.1
4720000,2019,24808418.8
4730000,2019,17925932.7
4740000,2019,14367033.8
4750000,2019,16510467.5
4760000,2019,18900031.8
4770000,2019,16836488.4
4780000,2019,29340040.4
4790000,2019,23825654.7
6460000,2019,446919594.8
4800000,2019,6952740.1
4810000,2019,22286236.8
4820000,2019,29255603
4830000,2019,27428110.1
4840000,2019,19783946.9
4850000,2019,18713876.2
4860000,2019,12449763.9
4870000,2019,10040286.7
4880000,2019,27800602.3
4890000,2019,23925023.3
4900000,2019,17803872.2
4910000,2019,20366707.5
4920000,2019,17665710.5
4930000,2019,39556438
4940000,2019,28304285
4950000,2019,21579001.1
4960000,2019,18778244.4
4970000,2019,19575694.7
4980000,2019,19981451.8
4990000,2019,13708608.5
5000000,2019,15823663.1
5010000,2019,15139728.7
6470000,2019,423038954.9
5020000,2019,31777947.7
5050000,2019,36282421.3
5060000,2019,23340463.9
5070000,2019,32167386.9
5080000,2019,21678513.5
5090000,2019,17585999.4
5100000,2019,26304868.3
5110000,2019,29676224.8
5120000,2019,19436949.1
5130000,2019,16197898.4
5140000,2019,11279940
5150000,2019,20600855.7
5160000,2019,9006154.9
5170000,2019,9204691.4
5180000,2019,10151009.8
5190000,2019,14833688
5200000,2019,9939275.5
5210000,2019,14557839.3
5220000,2019,13194940
5230000,2019,22114392.1
5240000,2019,19509120.8
5250000,2019,12945621.7
5260000,2019,1252752.4
5420000,2019,17315725.9
6480000,2019,360823129.3
5670000,2019,38550767.5
5310000,2019,31526461.1
5330000,2019,11154216.4
5340000,2019,18533571
5350000,2019,29317696.2
5360000,2019,21158560.1
5370000,2019,16114412.2
5380000,2019,15856104.1
5390000,2019,12595733.6
5400000,2019,17737154.7
5410000,2019,17306007
5430000,2019,10725898
5440000,2019,19415453.6
5450000,2019,20517942.3
5460000,2019,19148206.7
5470000,2019,18971624.9
5480000,2019,24877594
6500000,2019,89107063
6510000,2019,49934393.6
6520000,2019,39172669.4
6110000,2020,79543278.6
3000000,2020,2371018.6
3010000,2020,2147045.1
3020000,2020,2481423.2
3030000,2020,2266727.1
3040000,2020,2498767.7
3050000,2020,2637910.3
3060000,2020,2842209.5
3070000,2020,2726653.9
3080000,2020,1997442.1
3090000,2020,2082913.8
3100000,2020,2848497.8
3110000,2020,2906988.2
3120000,2020,2158052.8
3130000,2020,3528672.3
3140000,2020,3095752
3150000,2020,3994357.6
3160000,2020,2859833.3
3170000,2020,2022168.5
3180000,2020,4272958.7
3190000,2020,2356738.9
3200000,2020,2609636.1
3210000,2020,6298965
3220000,2020,6702878.7
3230000,2020,5969381.4
3240000,2020,3866286
3250000,2020,746529.8
3360000,2020,13716120.8
6260000,2020,58962844.2
3260000,2020,1353221.1
3270000,2020,1486172.2
3280000,2020,1361048.4
3290000,2020,3137624.2
3300000,2020,2365471.5
3310000,2020,2730708.8
3320000,2020,2432352
3330000,2020,4020267.7
3340000,2020,3902755.1
3350000,2020,3917957.7
3370000,2020,1772795.9
3380000,2020,1615386.6
3390000,2020,3254809.7
3400000,2020,11149622.7
3410000,2020,1713933.3
3430000,2020,3393625
3420000,2020,10135385.4
3440000,2020,2247328.7
3450000,2020,8840946.2
6270000,2020,59567611.2
3460000,2020,7535461.6
3470000,2020,8427429.4
3480000,2020,17273501.6
3490000,2020,13895665.8
3560000,2020,14125749.2
3500000,2020,1148520.1
6280000,2020,83994253.7
3510500,2020,5085358.6
3520000,2020,9326154.2
3530000,2020,9201181
3540000,2020,4604697.6
3550000,2020,5269172.4
3570000,2020,17439132.3
3580000,2020,3898622.5
3600000,2020,6328730.8
3590000,2020,2773168.3
3610000,2020,5100920.4
3620000,2020,10295369.1
6290000,2020,40987525
3630000,2020,16489336.4
3650000,2020,4706470.5
3660000,2020,8105966.9
3640000,2020,7891578.1
6300000,2020,39836009.5
3670000,2020,12722670.5
3680000,2020,6409323.5
3690000,2020,4050741
3710000,2020,2820660.8
3700000,2020,7898363.8
3720000,2020,6758552.7
6310000,2020,47607064.8
3730000,2020,26078746.5
6410000,2020,462464438.3
3740000,2020,15778218.9
3780000,2020,16075274.7
3820000,2020,7113440.2
3830000,2020,5901491.4
3860000,2020,
3860000,2020,9410977
3900000,2020,4516242.5
3910000,2020,30590491.7
3920000,2020,2975930.1
3930000,2020,17457079
3940000,2020,20486335.1
3970000,2020,2233389
3980000,2020,3816267.2
3990000,2020,16673090.6
4000000,2020,5352984.5
4010000,2020,18917159.1
4020000,2020,4167832.3
4030000,2020,4901146.3
4040000,2020,5778749.4
4050000,2020,23731644.2
4060000,2020,25321124.9
4070000,2020,24238572.6
4080000,2020,23120575.1
4090000,2020,17748169.3
5530000,2020,44425088.3
5540000,2020,14153361.3
5590000,2020,12892242.7
5600000,2020,16370024.2
5700000,2020,24467659.6
4140000,2020,11892481.6
4160000,2020,11150839.8
4170000,2020,20806555.7
5690000,2020,20342601.5
6420000,2020,280906615
4180000,2020,22875969.1
4190000,2020,28543258.7
4200000,2020,24935527.2
4210000,2020,7374786.8
4220000,2020,4514363.2
4230000,2020,4242335.3
4240000,2020,18758315.7
4250000,2020,22588090.1
4260000,2020,22305262.1
4270000,2020,14409704.1
4280000,2020,20331136.3
4290000,2020,12949240.2
4300000,2020,13641824.7
4310000,2020,10879325.6
4320000,2020,9705631.7
4330000,2020,16468833.1
4340000,2020,10895008.6
4350000,2020,15488002.5
6430000,2020,241812361.4
5710000,2020,49455014.7
5725000,2020,
4390000,2020,38999753.7
5730000,2020,
4400000,2020,23817752.6
5735000,2020,
4420000,2020,15864698.7
4430000,2020,16551693.7
4440000,2020,18565223.5
5570000,2020,4021484.3
4450000,2020,15756680.3
4460000,2020,20669918.5
4470000,2020,23542951.8
4480000,2020,14567189.6
6440000,2020,303934808.3
4490000,2020,27364204.9
4500000,2020,19585131.4
5650000,2020,
4510000,2020,22236290.8
5660000,2020,
4520000,2020,21721548.8
4530000,2020,26250974.8
4540000,2020,22008283.6
5580000,2020,2277737.7
4550000,2020,14161387.4
4570000,2020,20192854.3
5680000,2020,35609705.5
4580000,2020,18248172.3
4590000,2020,15332351.6
4600000,2020,18583360.9
4610000,2020,23209448.2
4620000,2020,17153356.1
6450000,2020,328188695.1
4640000,2020,18567124
4670000,2020,24597330.5
4680000,2020,32059953.8
4690000,2020,29039952.9
4700000,2020,30956750.9
4710000,2020,29042468.9
4720000,2020,24876099.8
4730000,2020,18294416.2
4740000,2020,14381553.6
4750000,2020,16592526.2
4760000,2020,19384435.1
4770000,2020,17084016.5
4780000,2020,29437584.6
4790000,2020,23874482.1
6460000,2020,452915875.4
4800000,2020,6969968.3
4810000,2020,22649621.7
4820000,2020,29417211
4830000,2020,27820474.7
4840000,2020,21345284
4850000,2020,18926590.3
4860000,2020,13238235.7
4870000,2020,10091770.9
4880000,2020,28112820.4
4890000,2020,23984276.2
4900000,2020,17892531.1
4910000,2020,20727337.9
4920000,2020,17714573.8
4930000,2020,39741800.7
4940000,2020,28364351.1
4950000,2020,21843344.2
4960000,2020,18812759.9
4970000,2020,20098234.2
4980000,2020,20231588
4990000,2020,13766591
5000000,2020,15961677.2
5010000,2020,15204833.1
6470000,2020,431200627.5
5020000,2020,31958454.4
5050000,2020,37754199.2
5060000,2020,23362371.2
5070000,2020,32629878.1
5080000,2020,21881447.4
5090000,2020,17654910.6
5100000,2020,26373710.8
5110000,2020,29761826.3
5120000,2020,19512268.5
5130000,2020,16304105.9
5140000,2020,11934325.6
5150000,2020,23168379.4
5160000,2020,10005783.9
5170000,2020,10053932.8
5180000,2020,10200867.3
5190000,2020,14838222.2
5200000,2020,10046236.7
5210000,2020,14582342.3
5220000,2020,13214337.1
5230000,2020,22190878.1
5240000,2020,19521524.2
5250000,2020,12997636.8
5260000,2020,1252988.7
5420000,2020,17435134
6480000,2020,364445844.3
5670000,2020,39371121.4
5310000,2020,31595825
5330000,2020,11231389.1
5340000,2020,18625315.3
5350000,2020,29925988.7
5360000,2020,21196576
5370000,2020,16241659.5
5380000,2020,16176700
5390000,2020,12613750.4
5400000,2020,17910703.7
5410000,2020,17355919.5
5430000,2020,11040898
5440000,2020,19992848
5450000,2020,20617662
5460000,2020,19196617.1
5470000,2020,18978135.2
5480000,2020,24939601.4
6500000,2020,89585477.4
6510000,2020,50303167.8
6520000,2020,39282309.6
6110000,2021,80256644
3000000,2021,2386731.1
3010000,2021,2137400.5
3020000,2021,2522496.6
3030000,2021,2275432.8
3040000,2021,2500681.1
3050000,2021,2637714.9
3060000,2021,2841995.2
3070000,2021,2733912
3080000,2021,1998948.3
3090000,2021,2084737.9
3100000,2021,2872528.8
3110000,2021,2891122
3120000,2021,2155850.5
3130000,2021,3527404.8
3140000,2021,3095866.9
3150000,2021,4371267.8
3160000,2021,2861619.3
3170000,2021,2034759
3180000,2021,4264303.8
3190000,2021,2358325.5
3200000,2021,2613437.8
3210000,2021,6299998.8
3220000,2021,6778375.6
3230000,2021,6141219
3240000,2021,3870514
3250000,2021,748277.3
3360000,2021,13798270.3
6260000,2021,59280665.3
3260000,2021,1357867
3270000,2021,1487670.9
3280000,2021,1364512.9
3290000,2021,3155040.8
3300000,2021,2367594.4
3310000,2021,2733662.4
3320000,2021,2424986.5
3330000,2021,4026301.6
3340000,2021,3907528.3
3350000,2021,4092630.3
3370000,2021,1780729
3380000,2021,1619881.4
3390000,2021,3253174.6
3400000,2021,11162537.6
3410000,2021,1711088.2
3430000,2021,3420435.5
3420000,2021,10669972
3440000,2021,2243313.1
3450000,2021,8958661.9
6270000,2021,60806297.5
3460000,2021,7536337.7
3470000,2021,8535726.6
3480000,2021,17730762.5
3490000,2021,13951522.5
3560000,2021,14667484.2
3500000,2021,1148547.7
6280000,2021,84816723.6
3510500,2021,5111476.3
3520000,2021,9248439.3
3530000,2021,9290303.4
3540000,2021,4605489.8
3550000,2021,5283230.7
3570000,2021,17555338
3580000,2021,3954891.7
3600000,2021,6327846.6
3590000,2021,2768780.9
3610000,2021,5185974.7
3620000,2021,10315325.4
6290000,2021,41369240.6
3630000,2021,16771313
3650000,2021,4730960.3
3660000,2021,8120270.7
3640000,2021,7942666.4
6300000,2021,40174027.9
3670000,2021,12965103.3
3680000,2021,6415027.2
3690000,2021,4051229.5
3710000,2021,2827830.8
3700000,2021,7884450.7
3720000,2021,7110652.6
6310000,2021,48412452.3
3730000,2021,26538288.7
6410000,2021,469226279.5
3740000,2021,15858599.6
3780000,2021,16284492
3820000,2021,7319847.7
3830000,2021,6006060.3
3860000,2021,
3860000,2021,9417865
3900000,2021,4517547.8
3910000,2021,31219381.5
3920000,2021,3016880
3930000,2021,17898798
3940000,2021,20550430.5
3970000,2021,2315039.8
3980000,2021,3991085.7
3990000,2021,16838101.6
