ORGAN_CODE,CATEGORY,YY,VAL
6280000,³í,2020,11225.9984
3570000,³í,2020,9507.4743
6290000,³í,2020,5724.4361
3630000,³í,2020,3243.8462
6300000,³í,2020,1285.6278
6310000,³í,2020,5238.0909
3730000,³í,2020,4514.4367
5690000,³í,2020,4240.995
6410000,³í,2020,82790.2857
3740000,³í,2020,446.761
3780000,³í,2020,33.9096
3820000,³í,2020,87.9039
3830000,³í,2020,0
3860000,³í,2020,246.2233
3900000,³í,2020,113.7975
3910000,³í,2020,12188.9582
3920000,³í,2020,64.3765
3930000,³í,2020,651.185
3940000,³í,2020,1242.5571
3970000,³í,2020,7.4381
3980000,³í,2020,0
3990000,³í,2020,253.095
4000000,³í,2020,220.3913
4010000,³í,2020,801.9155
4020000,³í,2020,72.693
4030000,³í,2020,63.8181
4040000,³í,2020,1.8483
4050000,³í,2020,3847.3653
4060000,³í,2020,6470.2793
4070000,³í,2020,8623.562
4080000,³í,2020,8062.9123
4090000,³í,2020,5137.8808
5530000,³í,2020,12698.8767
5540000,³í,2020,688.3746
5590000,³í,2020,1418.752
5600000,³í,2020,3397.0644
5700000,³í,2020,7689.8745
4140000,³í,2020,3299.5199
4160000,³í,2020,1135.7825
4170000,³í,2020,3823.17
6420000,³í,2020,32917.1619
4180000,³í,2020,1786.3427
4190000,³í,2020,3455.9222
4200000,³í,2020,2194.3735
4210000,³í,2020,245.7824
4220000,³í,2020,2
4230000,³í,2020,386.6388
4240000,³í,2020,941.5948
4250000,³í,2020,2879.4895
4260000,³í,2020,2566.0565
4270000,³í,2020,421.6394
4280000,³í,2020,155.8176
4290000,³í,2020,121.9216
4300000,³í,2020,10026.7704
4310000,³í,2020,568.0393
4320000,³í,2020,1399.4228
4330000,³í,2020,894.6029
4340000,³í,2020,3055.0173
4350000,³í,2020,1815.7302
6430000,³í,2020,37970.1695
5710000,³í,2020,10059.3632
4390000,³í,2020,5299.8882
4400000,³í,2020,2269.0206
