ORGAN_CODE,FIELD_NM,YY,VAL
5380000,단독주택-계,2017,14658
5380000,단독주택-일반,2017,7988
5380000,단독주택-다가구,2017,2848
5380000,단독주택-영업겸용,2017,3822
5380000,아파트,2017,103497
5380000,연립주택,2017,1057
5380000,다세대주택,2017,2819
5380000,비거주용건물내주택,2017,1036
5670000,주택,2017,334002
5670000,단독주택-계,2017,79716
5670000,단독주택-일반,2017,36372
5670000,단독주택-다가구,2017,32763
5670000,단독주택-영업겸용,2017,10581
5670000,아파트,2017,231584
5670000,연립주택,2017,9805
5670000,다세대주택,2017,8911
5670000,비거주용건물내주택,2017,3986
5390000,주택,2017,13108
5390000,단독주택-계,2017,11427
5390000,단독주택-일반,2017,10923
5390000,단독주택-다가구,2017,98
5390000,단독주택-영업겸용,2017,406
5390000,아파트,2017,891
5390000,연립주택,2017,280
5390000,다세대주택,2017,363
5390000,비거주용건물내주택,2017,147
5400000,주택,2017,28111
5400000,단독주택-계,2017,15561
5400000,단독주택-일반,2017,14498
5400000,단독주택-다가구,2017,424
5400000,단독주택-영업겸용,2017,639
5400000,아파트,2017,11067
5400000,연립주택,2017,536
5400000,다세대주택,2017,510
5400000,비거주용건물내주택,2017,437
5410000,주택,2017,27531
5410000,단독주택-계,2017,19496
5410000,단독주택-일반,2017,18350
5410000,단독주택-다가구,2017,390
5410000,단독주택-영업겸용,2017,756
5410000,아파트,2017,5486
5410000,연립주택,2017,845
5410000,다세대주택,2017,1363
5410000,비거주용건물내주택,2017,341
5420000,주택,2017,23678
5420000,단독주택-계,2017,16849
5420000,단독주택-일반,2017,15653
5420000,단독주택-다가구,2017,608
5420000,단독주택-영업겸용,2017,588
5420000,아파트,2017,4986
5420000,연립주택,2017,456
5420000,다세대주택,2017,968
5420000,비거주용건물내주택,2017,419
5430000,주택,2017,22206
5430000,단독주택-계,2017,19266
5430000,단독주택-일반,2017,17855
5430000,단독주택-다가구,2017,451
5430000,단독주택-영업겸용,2017,960
5430000,아파트,2017,1840
5430000,연립주택,2017,251
5430000,다세대주택,2017,368
5430000,비거주용건물내주택,2017,481
5440000,주택,2017,19991
5440000,단독주택-계,2017,16912
5440000,단독주택-일반,2017,15821
5440000,단독주택-다가구,2017,301
5440000,단독주택-영업겸용,2017,790
5440000,아파트,2017,2031
5440000,연립주택,2017,397
5440000,다세대주택,2017,288
5440000,비거주용건물내주택,2017,363
5450000,주택,2017,16613
5450000,단독주택-계,2017,14633
5450000,단독주택-일반,2017,13744
5450000,단독주택-다가구,2017,358
5450000,단독주택-영업겸용,2017,531
5450000,아파트,2017,1317
5450000,연립주택,2017,197
5450000,다세대주택,2017,122
5450000,비거주용건물내주택,2017,344
5460000,주택,2017,18187
5460000,단독주택-계,2017,14519
5460000,단독주택-일반,2017,13515
5460000,단독주택-다가구,2017,347
5460000,단독주택-영업겸용,2017,657
5460000,아파트,2017,2782
5460000,연립주택,2017,154
5460000,다세대주택,2017,407
5460000,비거주용건물내주택,2017,325
5470000,주택,2017,26498
5470000,단독주택-계,2017,17524
5470000,단독주택-일반,2017,15969
5470000,단독주택-다가구,2017,630
5470000,단독주택-영업겸용,2017,925
5470000,아파트,2017,7345
5470000,연립주택,2017,583
5470000,다세대주택,2017,573
5470000,비거주용건물내주택,2017,473
5480000,주택,2017,23103
5480000,단독주택-계,2017,19968
5480000,단독주택-일반,2017,19111
5480000,단독주택-다가구,2017,196
5480000,단독주택-영업겸용,2017,661
5480000,아파트,2017,1692
5480000,연립주택,2017,700
5480000,다세대주택,2017,388
5480000,비거주용건물내주택,2017,355
6500000,주택,2017,221140
6500000,단독주택-계,2017,90125
6500000,단독주택-일반,2017,67006
6500000,단독주택-다가구,2017,13244
6500000,단독주택-영업겸용,2017,9875
6500000,아파트,2017,70112
6500000,연립주택,2017,24447
6500000,다세대주택,2017,31327
6500000,비거주용건물내주택,2017,5129
6510000,주택,2017,156719
6510000,단독주택-계,2017,57436
6510000,단독주택-일반,2017,39927
6510000,단독주택-다가구,2017,10400
6510000,단독주택-영업겸용,2017,7109
6510000,아파트,2017,53721
6510000,연립주택,2017,16018
6510000,다세대주택,2017,26064
6510000,비거주용건물내주택,2017,3480
6520000,주택,2017,64421
6520000,단독주택-계,2017,32689
6520000,단독주택-일반,2017,27079
6520000,단독주택-다가구,2017,2844
6520000,단독주택-영업겸용,2017,2766
6520000,아파트,2017,16391
6520000,연립주택,2017,8429
6520000,다세대주택,2017,5263
6520000,비거주용건물내주택,2017,1649
6110000,주택,2018,2894078
6110000,단독주택-계,2018,322453
6110000,단독주택-일반,2018,73510
6110000,단독주택-다가구,2018,197156
6110000,단독주택-영업겸용,2018,51787
6110000,아파트,2018,1679639
6110000,연립주택,2018,112372
6110000,다세대주택,2018,749971
6110000,비거주용건물내주택,2018,29643
3000000,주택,2018,45729
3000000,단독주택-계,2018,12699
3000000,단독주택-일반,2018,7071
3000000,단독주택-다가구,2018,3994
3000000,단독주택-영업겸용,2018,1634
3000000,아파트,2018,14530
3000000,연립주택,2018,5428
3000000,다세대주택,2018,12140
3000000,비거주용건물내주택,2018,932
3010000,주택,2018,40177
3010000,단독주택-계,2018,6209
3010000,단독주택-일반,2018,2513
3010000,단독주택-다가구,2018,2425
3010000,단독주택-영업겸용,2018,1271
3010000,아파트,2018,24417
3010000,연립주택,2018,1944
3010000,다세대주택,2018,6719
3010000,비거주용건물내주택,2018,888
3020000,주택,2018,71680
3020000,단독주택-계,2018,14792
3020000,단독주택-일반,2018,5361
3020000,단독주택-다가구,2018,7609
3020000,단독주택-영업겸용,2018,1822
3020000,아파트,2018,35728
3020000,연립주택,2018,3996
3020000,다세대주택,2018,16416
3020000,비거주용건물내주택,2018,748
3030000,주택,2018,87830
3030000,단독주택-계,2018,10944
3030000,단독주택-일반,2018,2281
3030000,단독주택-다가구,2018,6851
3030000,단독주택-영업겸용,2018,1812
3030000,아파트,2018,63976
3030000,연립주택,2018,2032
3030000,다세대주택,2018,9785
3030000,비거주용건물내주택,2018,1093
3040000,주택,2018,85638
3040000,단독주택-계,2018,16002
3040000,단독주택-일반,2018,678
3040000,단독주택-다가구,2018,12292
3040000,단독주택-영업겸용,2018,3032
3040000,아파트,2018,30425
3040000,연립주택,2018,4152
3040000,다세대주택,2018,33565
3040000,비거주용건물내주택,2018,1494
3050000,주택,2018,100802
3050000,단독주택-계,2018,19484
3050000,단독주택-일반,2018,5735
3050000,단독주택-다가구,2018,10796
3050000,단독주택-영업겸용,2018,2953
3050000,아파트,2018,60386
3050000,연립주택,2018,3181
3050000,다세대주택,2018,16093
3050000,비거주용건물내주택,2018,1658
3060000,주택,2018,105691
3060000,단독주택-계,2018,19208
3060000,단독주택-일반,2018,1968
3060000,단독주택-다가구,2018,13968
3060000,단독주택-영업겸용,2018,3272
3060000,아파트,2018,51475
3060000,연립주택,2018,4451
3060000,다세대주택,2018,29040
3060000,비거주용건물내주택,2018,1517
3070000,주택,2018,129994
3070000,단독주택-계,2018,24207
3070000,단독주택-일반,2018,10847
3070000,단독주택-다가구,2018,10257
3070000,단독주택-영업겸용,2018,3103
3070000,아파트,2018,71754
3070000,연립주택,2018,6097
3070000,다세대주택,2018,26446
3070000,비거주용건물내주택,2018,1490
3080000,주택,2018,95097
3080000,단독주택-계,2018,18185
3080000,단독주택-일반,2018,5314
3080000,단독주택-다가구,2018,10348
3080000,단독주택-영업겸용,2018,2523
3080000,아파트,2018,33282
3080000,연립주택,2018,4881
3080000,다세대주택,2018,37671
3080000,비거주용건물내주택,2018,1078
3090000,주택,2018,105526
3090000,단독주택-계,2018,8903
3090000,단독주택-일반,2018,1533
3090000,단독주택-다가구,2018,5737
3090000,단독주택-영업겸용,2018,1633
3090000,아파트,2018,64580
3090000,연립주택,2018,4176
3090000,다세대주택,2018,27138
3090000,비거주용건물내주택,2018,729
3100000,주택,2018,186533
3100000,단독주택-계,2018,6783
3100000,단독주택-일반,2018,2279
3100000,단독주택-다가구,2018,3361
3100000,단독주택-영업겸용,2018,1143
3100000,아파트,2018,161273
3100000,연립주택,2018,3467
3100000,다세대주택,2018,14312
3100000,비거주용건물내주택,2018,698
3110000,주택,2018,144611
3110000,단독주택-계,2018,16000
3110000,단독주택-일반,2018,4846
3110000,단독주택-다가구,2018,8546
3110000,단독주택-영업겸용,2018,2608
3110000,아파트,2018,52607
3110000,연립주택,2018,6297
3110000,다세대주택,2018,68390
3110000,비거주용건물내주택,2018,1317
3120000,주택,2018,94884
3120000,단독주택-계,2018,13378
3120000,단독주택-일반,2018,3082
3120000,단독주택-다가구,2018,8567
3120000,단독주택-영업겸용,2018,1729
3120000,아파트,2018,48277
3120000,연립주택,2018,5486
3120000,다세대주택,2018,26783
3120000,비거주용건물내주택,2018,960
3130000,주택,2018,118619
3130000,단독주택-계,2018,12225
3130000,단독주택-일반,2018,3205
3130000,단독주택-다가구,2018,6598
3130000,단독주택-영업겸용,2018,2422
3130000,아파트,2018,66582
3130000,연립주택,2018,3227
3130000,다세대주택,2018,35003
3130000,비거주용건물내주택,2018,1582
3140000,주택,2018,137850
3140000,단독주택-계,2018,7990
3140000,단독주택-일반,2018,699
3140000,단독주택-다가구,2018,5515
3140000,단독주택-영업겸용,2018,1776
3140000,아파트,2018,85921
3140000,연립주택,2018,4225
3140000,다세대주택,2018,38855
3140000,비거주용건물내주택,2018,859
3150000,주택,2018,190525
3150000,단독주택-계,2018,10697
3150000,단독주택-일반,2018,1326
3150000,단독주택-다가구,2018,7247
3150000,단독주택-영업겸용,2018,2124
3150000,아파트,2018,111811
3150000,연립주택,2018,4966
3150000,다세대주택,2018,61900
3150000,비거주용건물내주택,2018,1151
3160000,주택,2018,124569
3160000,단독주택-계,2018,11827
3160000,단독주택-일반,2018,1743
3160000,단독주택-다가구,2018,8396
3160000,단독주택-영업겸용,2018,1688
3160000,아파트,2018,77194
3160000,연립주택,2018,7392
3160000,다세대주택,2018,27310
3160000,비거주용건물내주택,2018,846
3170000,주택,2018,65244
3170000,단독주택-계,2018,9217
3170000,단독주택-일반,2018,528
3170000,단독주택-다가구,2018,7546
3170000,단독주택-영업겸용,2018,1143
3170000,아파트,2018,30918
3170000,연립주택,2018,3872
3170000,다세대주택,2018,20696
3170000,비거주용건물내주택,2018,541
3180000,주택,2018,99971
3180000,단독주택-계,2018,14644
3180000,단독주택-일반,2018,2310
3180000,단독주택-다가구,2018,9941
3180000,단독주택-영업겸용,2018,2393
3180000,아파트,2018,68984
3180000,연립주택,2018,1486
3180000,다세대주택,2018,13674
3180000,비거주용건물내주택,2018,1183
3190000,주택,2018,112032
3190000,단독주택-계,2018,14889
3190000,단독주택-일반,2018,2972
3190000,단독주택-다가구,2018,9908
3190000,단독주택-영업겸용,2018,2009
3190000,아파트,2018,59188
3190000,연립주택,2018,5152
3190000,다세대주택,2018,31713
3190000,비거주용건물내주택,2018,1090
3200000,주택,2018,125148
3200000,단독주택-계,2018,21584
3200000,단독주택-일반,2018,4153
3200000,단독주택-다가구,2018,14419
3200000,단독주택-영업겸용,2018,3012
3200000,아파트,2018,53915
3200000,연립주택,2018,6442
3200000,다세대주택,2018,41274
3200000,비거주용건물내주택,2018,1933
3210000,주택,2018,132040
3210000,단독주택-계,2018,6395
3210000,단독주택-일반,2018,984
3210000,단독주택-다가구,2018,4323
3210000,단독주택-영업겸용,2018,1088
3210000,아파트,2018,93299
3210000,연립주택,2018,5592
3210000,다세대주택,2018,25426
3210000,비거주용건물내주택,2018,1328
3220000,주택,2018,171431
3220000,단독주택-계,2018,7283
3220000,단독주택-일반,2018,976
3220000,단독주택-다가구,2018,4823
3220000,단독주택-영업겸용,2018,1484
3220000,아파트,2018,124418
3220000,연립주택,2018,6121
3220000,다세대주택,2018,31817
3220000,비거주용건물내주택,2018,1792
3230000,주택,2018,199739
3230000,단독주택-계,2018,8441
3230000,단독주택-일반,2018,494
3230000,단독주택-다가구,2018,5997
3230000,단독주택-영업겸용,2018,1950
3230000,아파트,2018,119226
3230000,연립주택,2018,4797
3230000,다세대주택,2018,65656
3230000,비거주용건물내주택,2018,1619
3240000,주택,2018,122718
3240000,단독주택-계,2018,10467
3240000,단독주택-일반,2018,612
3240000,단독주택-다가구,2018,7692
3240000,단독주택-영업겸용,2018,2163
3240000,아파트,2018,75473
3240000,연립주택,2018,3512
3240000,다세대주택,2018,32149
3240000,비거주용건물내주택,2018,1117
6260000,주택,2018,1220782
6260000,단독주택-계,2018,208906
6260000,단독주택-일반,2018,82904
6260000,단독주택-다가구,2018,94073
6260000,단독주택-영업겸용,2018,31929
6260000,아파트,2018,798281
6260000,연립주택,2018,31081
6260000,다세대주택,2018,168696
6260000,비거주용건물내주택,2018,13818
3250000,주택,2018,17016
3250000,단독주택-계,2018,4579
3250000,단독주택-일반,2018,1286
3250000,단독주택-다가구,2018,1912
3250000,단독주택-영업겸용,2018,1381
3250000,아파트,2018,5513
3250000,연립주택,2018,710
3250000,다세대주택,2018,5409
3250000,비거주용건물내주택,2018,805
3260000,주택,2018,39584
3260000,단독주택-계,2018,14859
3260000,단독주택-일반,2018,7771
3260000,단독주택-다가구,2018,5326
3260000,단독주택-영업겸용,2018,1762
3260000,아파트,2018,16051
3260000,연립주택,2018,1288
3260000,다세대주택,2018,6828
3260000,비거주용건물내주택,2018,558
3270000,주택,2018,31508
3270000,단독주택-계,2018,14330
3270000,단독주택-일반,2018,7913
3270000,단독주택-다가구,2018,4718
3270000,단독주택-영업겸용,2018,1699
3270000,아파트,2018,11027
3270000,연립주택,2018,997
3270000,다세대주택,2018,4558
3270000,비거주용건물내주택,2018,596
3280000,주택,2018,46334
3280000,단독주택-계,2018,14513
3280000,단독주택-일반,2018,7510
3280000,단독주택-다가구,2018,5405
3280000,단독주택-영업겸용,2018,1598
3280000,아파트,2018,26365
3280000,연립주택,2018,1181
3280000,다세대주택,2018,3735
3280000,비거주용건물내주택,2018,540
3290000,주택,2018,135427
3290000,단독주택-계,2018,25295
3290000,단독주택-일반,2018,11252
3290000,단독주택-다가구,2018,10667
3290000,단독주택-영업겸용,2018,3376
3290000,아파트,2018,86325
3290000,연립주택,2018,1698
3290000,다세대주택,2018,20639
3290000,비거주용건물내주택,2018,1470
3300000,주택,2018,89354
3300000,단독주택-계,2018,13336
3300000,단독주택-일반,2018,3875
3300000,단독주택-다가구,2018,6980
3300000,단독주택-영업겸용,2018,2481
3300000,아파트,2018,58851
3300000,연립주택,2018,2779
3300000,다세대주택,2018,13084
3300000,비거주용건물내주택,2018,1304
3310000,주택,2018,106627
3310000,단독주택-계,2018,19510
3310000,단독주택-일반,2018,9665
3310000,단독주택-다가구,2018,7605
3310000,단독주택-영업겸용,2018,2240
3310000,아파트,2018,61309
3310000,연립주택,2018,3159
3310000,다세대주택,2018,21653
3310000,비거주용건물내주택,2018,996
3320000,주택,2018,104275
3320000,단독주택-계,2018,7463
3320000,단독주택-일반,2018,936
3320000,단독주택-다가구,2018,5051
3320000,단독주택-영업겸용,2018,1476
3320000,아파트,2018,84345
3320000,연립주택,2018,2319
3320000,다세대주택,2018,9450
3320000,비거주용건물내주택,2018,698
3330000,주택,2018,141002
3330000,단독주택-계,2018,12423
3330000,단독주택-일반,2018,2549
3330000,단독주택-다가구,2018,7785
3330000,단독주택-영업겸용,2018,2089
3330000,아파트,2018,111234
3330000,연립주택,2018,2524
3330000,다세대주택,2018,13900
3330000,비거주용건물내주택,2018,921
3340000,주택,2018,116840
3340000,단독주택-계,2018,17971
3340000,단독주택-일반,2018,5909
3340000,단독주택-다가구,2018,9542
3340000,단독주택-영업겸용,2018,2520
3340000,아파트,2018,80944
3340000,연립주택,2018,5160
3340000,다세대주택,2018,11723
3340000,비거주용건물내주택,2018,1042
3350000,주택,2018,83959
3350000,단독주택-계,2018,16130
3350000,단독주택-일반,2018,4192
3350000,단독주택-다가구,2018,9042
3350000,단독주택-영업겸용,2018,2896
3350000,아파트,2018,45812
3350000,연립주택,2018,3098
3350000,다세대주택,2018,17600
3350000,비거주용건물내주택,2018,1319
3360000,주택,2018,39541
3360000,단독주택-계,2018,8803
3360000,단독주택-일반,2018,6199
3360000,단독주택-다가구,2018,1290
3360000,단독주택-영업겸용,2018,1314
3360000,아파트,2018,29674
3360000,연립주택,2018,69
3360000,다세대주택,2018,625
3360000,비거주용건물내주택,2018,370
3370000,주택,2018,68929
3370000,단독주택-계,2018,10908
3370000,단독주택-일반,2018,3174
3370000,단독주택-다가구,2018,5751
3370000,단독주택-영업겸용,2018,1983
3370000,아파트,2018,45255
3370000,연립주택,2018,1531
3370000,다세대주택,2018,10331
3370000,비거주용건물내주택,2018,904
3380000,주택,2018,66107
3380000,단독주택-계,2018,10395
3380000,단독주택-일반,2018,3716
3380000,단독주택-다가구,2018,4870
3380000,단독주택-영업겸용,2018,1809
3380000,아파트,2018,35116
3380000,연립주택,2018,2273
3380000,다세대주택,2018,17551
3380000,비거주용건물내주택,2018,772
3390000,주택,2018,75574
3390000,단독주택-계,2018,10100
3390000,단독주택-일반,2018,1374
3390000,단독주택-다가구,2018,7104
3390000,단독주택-영업겸용,2018,1622
3390000,아파트,2018,56012
3390000,연립주택,2018,772
3390000,다세대주택,2018,7804
3390000,비거주용건물내주택,2018,886
3400000,주택,2018,58705
3400000,단독주택-계,2018,8291
3400000,단독주택-일반,2018,5583
3400000,단독주택-다가구,2018,1025
3400000,단독주택-영업겸용,2018,1683
3400000,아파트,2018,44448
3400000,연립주택,2018,1523
3400000,다세대주택,2018,3806
3400000,비거주용건물내주택,2018,637
6270000,주택,2018,792998
6270000,단독주택-계,2018,151964
6270000,단독주택-일반,2018,49932
6270000,단독주택-다가구,2018,72377
6270000,단독주택-영업겸용,2018,29655
6270000,아파트,2018,567543
6270000,연립주택,2018,9563
6270000,다세대주택,2018,53216
6270000,비거주용건물내주택,2018,10712
3410000,주택,2018,26597
3410000,단독주택-계,2018,7477
3410000,단독주택-일반,2018,4255
3410000,단독주택-다가구,2018,1572
3410000,단독주택-영업겸용,2018,1650
3410000,아파트,2018,16254
3410000,연립주택,2018,754
3410000,다세대주택,2018,1204
3410000,비거주용건물내주택,2018,908
3420000,주택,2018,121847
3420000,단독주택-계,2018,24672
3420000,단독주택-일반,2018,9724
3420000,단독주택-다가구,2018,11014
3420000,단독주택-영업겸용,2018,3934
3420000,아파트,2018,79974
3420000,연립주택,2018,2314
3420000,다세대주택,2018,13065
3420000,비거주용건물내주택,2018,1822
3430000,주택,2018,54338
3430000,단독주택-계,2018,23178
3430000,단독주택-일반,2018,5444
3430000,단독주택-다가구,2018,13405
3430000,단독주택-영업겸용,2018,4329
3430000,아파트,2018,18247
3430000,연립주택,2018,739
3430000,다세대주택,2018,10994
3430000,비거주용건물내주택,2018,1180
3440000,주택,2018,42387
3440000,단독주택-계,2018,20284
3440000,단독주택-일반,2018,7547
3440000,단독주택-다가구,2018,9505
3440000,단독주택-영업겸용,2018,3232
3440000,아파트,2018,14998
3440000,연립주택,2018,574
3440000,다세대주택,2018,5644
3440000,비거주용건물내주택,2018,887
3450000,주택,2018,141295
3450000,단독주택-계,2018,20461
3450000,단독주택-일반,2018,6311
3450000,단독주택-다가구,2018,9583
3450000,단독주택-영업겸용,2018,4567
3450000,아파트,2018,110867
3450000,연립주택,2018,1855
3450000,다세대주택,2018,6245
3450000,비거주용건물내주택,2018,1867
3460000,주택,2018,134191
3460000,단독주택-계,2018,21535
3460000,단독주택-일반,2018,4845
3460000,단독주택-다가구,2018,12200
3460000,단독주택-영업겸용,2018,4490
3460000,아파트,2018,102927
3460000,연립주택,2018,1315
3460000,다세대주택,2018,7268
3460000,비거주용건물내주택,2018,1146
3470000,주택,2018,181128
3470000,단독주택-계,2018,21202
3470000,단독주택-일반,2018,2124
3470000,단독주택-다가구,2018,13548
3470000,단독주택-영업겸용,2018,5530
3470000,아파트,2018,149833
3470000,연립주택,2018,1359
3470000,다세대주택,2018,6758
3470000,비거주용건물내주택,2018,1976
3480000,주택,2018,91215
3480000,단독주택-계,2018,13155
3480000,단독주택-일반,2018,9682
3480000,단독주택-다가구,2018,1550
3480000,단독주택-영업겸용,2018,1923
3480000,아파트,2018,74443
3480000,연립주택,2018,653
3480000,다세대주택,2018,2038
3480000,비거주용건물내주택,2018,926
6280000,주택,2018,997959
6280000,단독주택-계,2018,100433
6280000,단독주택-일반,2018,54907
6280000,단독주택-다가구,2018,27358
6280000,단독주택-영업겸용,2018,18168
6280000,아파트,2018,624332
6280000,연립주택,2018,25984
6280000,다세대주택,2018,238998
6280000,비거주용건물내주택,2018,8212
3490000,주택,2018,43765
3490000,단독주택-계,2018,8080
3490000,단독주택-일반,2018,4982
3490000,단독주택-다가구,2018,1491
3490000,단독주택-영업겸용,2018,1607
3490000,아파트,2018,25530
3490000,연립주택,2018,1796
3490000,다세대주택,2018,7694
3490000,비거주용건물내주택,2018,665
3500000,주택,2018,25011
3500000,단독주택-계,2018,7065
3500000,단독주택-일반,2018,4348
3500000,단독주택-다가구,2018,1302
3500000,단독주택-영업겸용,2018,1415
3500000,아파트,2018,14393
3500000,연립주택,2018,258
3500000,다세대주택,2018,3012
3500000,비거주용건물내주택,2018,283
3520000,주택,2018,109637
3520000,단독주택-계,2018,3547
3520000,단독주택-일반,2018,896
3520000,단독주택-다가구,2018,1487
3520000,단독주택-영업겸용,2018,1164
3520000,아파트,2018,98631
3520000,연립주택,2018,891
3520000,다세대주택,2018,6273
3520000,비거주용건물내주택,2018,295
3530000,주택,2018,181834
3530000,단독주택-계,2018,8443
3530000,단독주택-일반,2018,1779
3530000,단독주택-다가구,2018,4121
3530000,단독주택-영업겸용,2018,2543
3530000,아파트,2018,124017
3530000,연립주택,2018,2472
3530000,다세대주택,2018,45644
3530000,비거주용건물내주택,2018,1258
3540000,주택,2018,171740
3540000,단독주택-계,2018,12523
3540000,단독주택-일반,2018,3566
3540000,단독주택-다가구,2018,6410
3540000,단독주택-영업겸용,2018,2547
3540000,아파트,2018,107643
3540000,연립주택,2018,4491
3540000,다세대주택,2018,45676
3540000,비거주용건물내주택,2018,1407
3550000,주택,2018,107446
3550000,단독주택-계,2018,3940
3550000,단독주택-일반,2018,1222
3550000,단독주택-다가구,2018,1656
3550000,단독주택-영업겸용,2018,1062
3550000,아파트,2018,67942
3550000,연립주택,2018,1828
3550000,다세대주택,2018,33060
3550000,비거주용건물내주택,2018,676
3560000,주택,2018,178078
3560000,단독주택-계,2018,8715
3560000,단독주택-일반,2018,2146
3560000,단독주택-다가구,2018,4251
3560000,단독주택-영업겸용,2018,2318
3560000,아파트,2018,117547
3560000,연립주택,2018,9147
3560000,다세대주택,2018,41703
3560000,비거주용건물내주택,2018,966
3510500,주택,2018,144504
3510500,단독주택-계,2018,21817
3510500,단독주택-일반,2018,12500
3510500,단독주택-다가구,2018,5209
3510500,단독주택-영업겸용,2018,4108
3510500,아파트,2018,65638
3510500,연립주택,2018,3756
3510500,다세대주택,2018,51406
3510500,비거주용건물내주택,2018,1887
3570000,주택,2018,27991
3570000,단독주택-계,2018,20335
3570000,단독주택-일반,2018,18827
3570000,단독주택-다가구,2018,629
3570000,단독주택-영업겸용,2018,879
3570000,아파트,2018,2344
3570000,연립주택,2018,1017
3570000,다세대주택,2018,3731
3570000,비거주용건물내주택,2018,564
3580000,주택,2018,7953
3580000,단독주택-계,2018,5968
3580000,단독주택-일반,2018,4641
3580000,단독주택-다가구,2018,802
3580000,단독주택-영업겸용,2018,525
3580000,아파트,2018,647
3580000,연립주택,2018,328
3580000,다세대주택,2018,799
3580000,비거주용건물내주택,2018,211
6290000,주택,2018,514767
6290000,단독주택-계,2018,85194
6290000,단독주택-일반,2018,40349
6290000,단독주택-다가구,2018,30844
6290000,단독주택-영업겸용,2018,14001
6290000,아파트,2018,406329
6290000,연립주택,2018,8810
6290000,다세대주택,2018,8561
6290000,비거주용건물내주택,2018,5873
3590000,주택,2018,34905
3590000,단독주택-계,2018,12150
3590000,단독주택-일반,2018,7117
3590000,단독주택-다가구,2018,3283
3590000,단독주택-영업겸용,2018,1750
3590000,아파트,2018,18515
3590000,연립주택,2018,1049
3590000,다세대주택,2018,2252
3590000,비거주용건물내주택,2018,939
3600000,주택,2018,104649
3600000,단독주택-계,2018,14140
3600000,단독주택-일반,2018,4796
3600000,단독주택-다가구,2018,6405
3600000,단독주택-영업겸용,2018,2939
3600000,아파트,2018,86609
3600000,연립주택,2018,1328
3600000,다세대주택,2018,1540
3600000,비거주용건물내주택,2018,1032
3610000,주택,2018,76688
3610000,단독주택-계,2018,16369
3610000,단독주택-일반,2018,7776
3610000,단독주택-다가구,2018,6549
3610000,단독주택-영업겸용,2018,2044
3610000,아파트,2018,56746
3610000,연립주택,2018,1481
3610000,다세대주택,2018,1236
3610000,비거주용건물내주택,2018,856
3620000,주택,2018,158154
3620000,단독주택-계,2018,24416
3620000,단독주택-일반,2018,9485
3620000,단독주택-다가구,2018,10733
3620000,단독주택-영업겸용,2018,4198
3620000,아파트,2018,126669
3620000,연립주택,2018,2188
3620000,다세대주택,2018,2757
3620000,비거주용건물내주택,2018,2124
3630000,주택,2018,140371
3630000,단독주택-계,2018,18119
3630000,단독주택-일반,2018,11175
3630000,단독주택-다가구,2018,3874
3630000,단독주택-영업겸용,2018,3070
3630000,아파트,2018,117790
3630000,연립주택,2018,2764
3630000,다세대주택,2018,776
3630000,비거주용건물내주택,2018,922
6300000,주택,2018,486764
6300000,단독주택-계,2018,80885
6300000,단독주택-일반,2018,33958
6300000,단독주택-다가구,2018,28018
6300000,단독주택-영업겸용,2018,18909
6300000,아파트,2018,355517
6300000,연립주택,2018,10378
6300000,다세대주택,2018,34764
6300000,비거주용건물내주택,2018,5220
3640000,주택,2018,78580
3640000,단독주택-계,2018,19612
3640000,단독주택-일반,2018,10423
3640000,단독주택-다가구,2018,6059
3640000,단독주택-영업겸용,2018,3130
3640000,아파트,2018,48413
3640000,연립주택,2018,2248
3640000,다세대주택,2018,7166
3640000,비거주용건물내주택,2018,1141
3650000,주택,2018,81931
3650000,단독주택-계,2018,18524
3650000,단독주택-일반,2018,8757
3650000,단독주택-다가구,2018,6569
3650000,단독주택-영업겸용,2018,3198
3650000,아파트,2018,51232
3650000,연립주택,2018,2439
3650000,다세대주택,2018,8272
3650000,비거주용건물내주택,2018,1464
3660000,주택,2018,149952
3660000,단독주택-계,2018,20691
3660000,단독주택-일반,2018,7191
3660000,단독주택-다가구,2018,7921
3660000,단독주택-영업겸용,2018,5579
3660000,아파트,2018,118791
3660000,연립주택,2018,2546
3660000,다세대주택,2018,6951
3660000,비거주용건물내주택,2018,973
3670000,주택,2018,114934
3670000,단독주택-계,2018,11154
3670000,단독주택-일반,2018,4087
3670000,단독주택-다가구,2018,2696
3670000,단독주택-영업겸용,2018,4371
3670000,아파트,2018,97677
3670000,연립주택,2018,1585
3670000,다세대주택,2018,3668
3670000,비거주용건물내주택,2018,850
3680000,주택,2018,61367
3680000,단독주택-계,2018,10904
3680000,단독주택-일반,2018,3500
3680000,단독주택-다가구,2018,4773
3680000,단독주택-영업겸용,2018,2631
3680000,아파트,2018,39404
3680000,연립주택,2018,1560
3680000,다세대주택,2018,8707
3680000,비거주용건물내주택,2018,792
6310000,주택,2018,379741
6310000,단독주택-계,2018,66764
6310000,단독주택-일반,2018,27110
6310000,단독주택-다가구,2018,28611
6310000,단독주택-영업겸용,2018,11043
6310000,아파트,2018,273230
6310000,연립주택,2018,8080
6310000,다세대주택,2018,25226
6310000,비거주용건물내주택,2018,6441
3690000,주택,2018,71510
3690000,단독주택-계,2018,15604
3690000,단독주택-일반,2018,3206
3690000,단독주택-다가구,2018,9590
3690000,단독주택-영업겸용,2018,2808
3690000,아파트,2018,45605
3690000,연립주택,2018,1935
3690000,다세대주택,2018,6991
3690000,비거주용건물내주택,2018,1375
3700000,주택,2018,107471
