ORGAN_CODE,TOP_CODE,TOP_ORGAN,FULL_ORGAN,LWST_ORGAN,REGION,EXPEN_PUBLIC_ORDER,EXPEN_TRAFFIC,EXPEN_TOTAL,EXPEN_GOVERN,EXPEN_INSTITU,EXPEN_EDU,TOTAL_POPULATION,TOTAL_HOUSE,COASTLINE,TOTAL_AREA,FOREST_AREA,ARABLE_AREA,ROAD_AREA,WATER_FACILITY,RESTORATION_FACILITY,ACCOM_FACILITY,ETC_FACILITY,EXPEN_DMG_STORM,CNT_DISPATCH,TOTAL_RESCUE,FIRE_RESCUE,MNTN_RESCUE,CNT_FIRE,FIRE_AREA,EXPEN_FIRE
4480000,6430000,Chungcheongbuk-do,Chungcheongbuk-do Danyang-gun,Danyang-gun,CCA,0.01925936,0.005259847,0.010517769,0.006212927,0.000728016,0,0.00205718,0.00456691,0.00E+00,0.083708642,3.93E-01,0.393480887,0.4209868,0.156538406,0.060325944,0.2449802,8.51E-02,0.368951203,0.00826346,0.008010904,0,0.073934161,0.007265899,0.001063273,0.016231376
4490000,6440000,Chungcheongnam-do,Chungcheongnam-do Cheonan-si,Cheonan-si,CCA,0.093876007,0.047226053,0.086615975,0.049306717,0.004401091,0,0.066463114,0.079771646,0.00E+00,0.22141048,2.03E-01,0.20319853,0.342787335,0.299817414,0.479264902,0.330684464,3.01E-01,0.431532898,0.053112208,0.039748547,0.065724382,0.030760928,0.063270471,0.003451588,0.053033077
4500000,6440000,Chungcheongnam-do,Chungcheongnam-do Gongju-si,Gongju-si,CCA,0.042006732,0.009996971,0.03187077,0.016823965,0.00060841,0,0.00995446,0.016721943,0.00E+00,0.178097664,3.80E-01,0.379570677,0.466250924,0.204071396,0.448245706,0.363942947,0.085053116,0.032620828,0.02038086,0.031654196,0.007067138,0.051268214,0.030696383,0.005800497,0.027573965
4510000,6440000,Chungcheongnam-do,Chungcheongnam-do Boryeong-si,Boryeong-si,CCA,0.066684531,0.007749203,0.032030083,0.018278442,0.002587188,0,0.009425083,0.016171247,1.40E-01,0.217515575,2.11E-01,0.211087903,0.313315772,0.240973568,0.45245318,0.376462243,0.076232269,0.01475089,0.012404769,0.019025896,0.006360424,0.010793308,0.025389828,0.002250286,0.040391032
4520000,6440000,Chungcheongnam-do,Chungcheongnam-do Asan-si,Asan-si,CCA,0.122892495,0.022670424,0.053361437,3.04E-02,0.001679673,0,0.032080951,0.042239336,3.89E-03,0.253341041,1.16E-01,0.116075698,0.292273356,0.235275248,0.580861557,0.415098768,0.178926347,0.206234973,0.030537764,0.022808823,0.009893993,0.022665947,0.040248184,0.003690448,0.043519455
4530000,6440000,Chungcheongnam-do,Chungcheongnam-do Seosan-si,Seosan-si,CCA,0.079139839,0.010328771,0.037424137,0.022618103,8.85E-05,0,0.017146446,0.025389677,7.45E-02,0.448873225,1.87E-01,0.187130382,0.400007655,0.284270603,0.842343452,0.568194891,0.069655849,0.025221141,0.01597134,0.018191427,0.030388693,0.014570966,0.025961303,0.001433239,0.014212475
4540000,6440000,Chungcheongnam-do,Chungcheongnam-do Nonsan-si,Nonsan-si,CCA,0.008051606,0.01110468,0.032402042,0.019228349,0.000860585,0,0.011203793,0.018728525,0.00E+00,0.315291182,1.42E-01,0.141895463,0.299192436,0.239934704,0.65667295,0.390819477,1.09E-01,0.020151273,0.01624913,0.009735473,0.002120141,0.003777658,0.03224753,0.005151455,0.019315052
4550000,6440000,Chungcheongnam-do,Chungcheongnam-do Geumsan-gun,Geumsan-gun,CCA,0.040012391,0.004243773,0.015211121,0.008321207,0.000487674,0,0.004403831,0.0086439,0.00E+00,0.12480792,2.55E-01,0.255423157,0.310913172,0.151862545,0.247357889,0.224469147,0.053960873,0.152779152,0.01447702,0.012183249,0.007773852,0.010253643,0.020409829,0.002514852,0.01577733
4570000,6440000,Chungcheongnam-do,Chungcheongnam-do Buyeo-gun,Buyeo-gun,CCA,0.039361402,0.004122521,0.026771553,1.38E-02,0.001102597,0,0.005854901,0.011724151,0.00E+00,0.2701875,1.99E-01,0.199385963,0.336551332,0.218496538,0.644107359,0.447304113,0.074781432,0.00660822,0.012481401,0.013852188,0.002120141,0.011332974,0.01918524,0.001305596,0.011502324
4580000,6440000,Chungcheongnam-do,Chungcheongnam-do Seocheon-gun,Seocheon-gun,CCA,0.015563648,0.006548348,0.016936736,0.010796798,0,0,0.00445775,0.00971137,5.63E-02,0.221767538,9.34E-02,0.093370159,0.196612879,0.196377757,0.471365169,0.286631045,6.02E-02,0.002352946,0.009671569,0.008539401,0.004240283,0.008094981,0.020573108,0.002436484,0.022218243
4590000,6440000,Chungcheongnam-do,Chungcheongnam-do Cheongyang-gun,Cheongyang-gun,CCA,0.025688195,0.001014039,0.011070621,0.007270794,4.67E-05,0,0.002282128,0.004987127,0.00E+00,0.140662033,1.92E-01,0.191672748,0.257814269,0.161136329,0.306970225,0.216088739,0.020894444,0.002545963,0.007972898,0.007565854,0.002826855,0.010253643,0.015266552,0.002220677,0.023532117
4600000,6440000,Chungcheongnam-do,Chungcheongnam-do Hongseong-gun,Hongseong-gun,CCA,0.023385751,0.006890079,0.022426596,0.013867534,0.000132464,0,0.009398711,0.015850994,1.28E-02,0.227008893,1.18E-01,0.118491582,0.239572521,0.201973154,0.436961521,0.293845736,0.072686293,0.034182416,0.010961537,0.012377959,0.008480565,0.016729628,0.022532452,0.002047368,0.020300146
4610000,6440000,Chungcheongnam-do,Chungcheongnam-do Yesan-gun,Yesan-gun,CCA,0.075935178,0.007154078,0.024683801,1.45E-02,0.001084356,0,0.00717703,0.013389728,0.00E+00,0.310870895,1.46E-01,0.146116969,0.29221583,0.252430346,0.571609689,0.407383088,0.068759486,0.185806984,0.012628278,0.012211065,0.023321555,0.01295197,0.01551147,0.000917217,0.01533628
4620000,6440000,Chungcheongnam-do,Chungcheongnam-do Taean-gun,Taean-gun,CCA,0.040262213,0.004840438,0.01946955,0.012353732,2.18E-05,0,0.005502807,0.010410179,2.79E-01,0.241499605,1.37E-01,0.136572967,0.277728498,0.185180331,0.48529096,0.341417802,0.100731499,0.023434655,0.012107821,0.01396345,0.003533569,0.005396654,0.017307535,0.002527447,0.019300553
4640000,6450000,Jeollabuk-do,Jeollabuk-do Jeonju-si,Jeonju-si,HNA,0.122579929,0.04074422,0.086944603,0.052003439,0.008653539,0,0.066738199,0.079574226,0.00E+00,0.084208667,3.84E-02,0.038433953,0.109943067,0.201163063,0.164298056,0.191247588,0.196399493,0.000296141,0.078659327,0.060109594,0.185159011,0.061521856,0.071842599,0.002518535,0.050484174
4670000,6450000,Jeollabuk-do,Jeollabuk-do Gunsan-si,Gunsan-si,HNA,0.087033738,0.021451098,0.055288842,0.0302936,0.000131176,0,0.026890896,0.039892232,1.42E-01,0.238523181,5.03E-02,0.05030576,0.213286161,0.2677472,0.572419042,0.482320298,0.183945035,0.028917722,0.039200347,0.026091068,0.053003534,0.023745278,0.045881296,0.001254627,0.025638625
4680000,6450000,Jeollabuk-do,Jeollabuk-do Iksan-si,Iksan-si,HNA,0.055480666,0.018440703,0.058339791,0.033640538,0.000371315,0,0.028664632,0.041634997,0.00E+00,0.391706897,7.46E-02,0.074552684,0.272668822,0.352275672,0.864226359,0.454220229,0.157652387,0.004214741,0.034672687,0.025256599,0.013427562,0.011872639,0.042860642,0.0059467,0.019652611
4690000,6450000,Jeollabuk-do,Jeollabuk-do Jeongeup-si,Jeongeup-si,HNA,0.027982976,0.014765957,0.034567411,0.021423928,2.61E-05,0,0.01036574,0.01811426,0.00E+00,0.378708325,2.02E-01,0.202217077,0.373604782,0.31966844,0.756595814,0.461808697,1.25E-01,0.016070933,0.020368088,0.012906456,0.004240283,0.017269293,0.030206547,0.001986604,0.020416287
4700000,6450000,Jeollabuk-do,Jeollabuk-do Namwon-si,Namwon-si,HNA,0.032838369,0.009894317,0.03108963,0.017918507,0.001143173,0,0.007408248,0.012930387,0.00E+00,0.249872144,2.93E-01,0.293202808,0.405643777,0.336249604,0.55493107,0.416333753,0.112645387,0.495216419,0.018503381,0.017802008,0.004240283,0.051807879,0.026124582,0.003643236,0.010194517
4710000,6450000,Jeollabuk-do,Jeollabuk-do Gimje-si,Gimje-si,HNA,0.032081531,0.00832972,0.032548803,0.019570959,0.005215163,0,0.007678583,0.014754903,4.18E-02,0.450591115,5.69E-02,0.056905403,0.293950106,0.318940458,0.951438288,0.618573488,0.095007841,0.016009933,0.015540286,0.012044171,0.00565371,0.001618996,0.028900318,0.002442008,0.035593507
4720000,6450000,Jeollabuk-do,Jeollabuk-do Wanju-gun,Wanju-gun,HNA,0.059226795,0.005816227,0.024845894,0.015426381,0.000495721,0,0.008660275,0.014005181,0.00E+00,0.192553573,3.69E-01,0.368623701,0.44292844,0.273455911,0.351083116,0.382090068,7.39E-02,0.098361856,0.008930795,0.004645212,0.002120141,0.014031301,0.024083599,0.002163006,0.024405448
4730000,6450000,Jeollabuk-do,Jeollabuk-do Jinan-gun,Jinan-gun,HNA,0.087195067,0.002371592,0.011857892,7.52E-03,0.001370704,0,0.001666572,0.003527515,0.00E+00,0.121720577,3.74E-01,0.373744873,0.425602128,0.191236173,0.204013337,0.420103065,3.62E-02,0.113597281,0,0,0,0,0,0,0
4740000,6450000,Jeollabuk-do,Jeollabuk-do Muju-gun,Muju-gun,HNA,0.020898442,0.003118355,0.009712,0.005920644,4.29E-05,0,0.001530342,0.003617102,0.00E+00,0.088868702,3.24E-01,0.324301029,0.340484239,0.154275491,0.136024087,0.203119338,6.50E-02,0.116223835,0,0,0,0,0,0,0
4750000,6450000,Jeollabuk-do,Jeollabuk-do Jangsu-gun,Jangsu-gun,HNA,0.024540083,0.000738508,0.009713327,0.005705711,0.000724681,0,0.001337033,0.002993587,0.00E+00,0.116719307,2.51E-01,0.251421849,0.287103217,0.178523953,0.222182802,0.200673652,0.036115189,0.199113938,0,0,0,0,0,0,0
4760000,6450000,Jeollabuk-do,Jeollabuk-do Imsil-gun,Imsil-gun,HNA,0.003631197,0.002896629,0.011977696,0.007190241,0.001024513,0,0.001957166,0.004449088,0.00E+00,0.12626789,2.59E-01,0.259449631,0.321774316,0.206219133,0.261312257,0.358348498,0.045205307,0.036737671,0,0,0,0,0,0,0
4770000,6450000,Jeollabuk-do,Jeollabuk-do Sunchang-gun,Sunchang-gun,HNA,0.032251855,0.002394795,0.011291333,0.006588688,0.002469572,0,0.001939775,0.004523642,0.00E+00,0.163719325,2.06E-01,0.206432292,0.266881839,0.179051306,0.315437497,0.245438263,0.02669814,0.111108884,0,0,0,0,0.004326884,0.00024166,0.003232365
4780000,6450000,Jeollabuk-do,Jeollabuk-do Gochang-gun,Gochang-gun,HNA,0.05594407,0.004065279,0.022968536,0.013970085,0.001011142,0,0.004782315,0.009824663,5.55E-03,0.407414812,1.44E-01,0.143845786,0.327329861,0.322696341,0.61511998,0.412668424,0.08498738,0.051129154,0.011762978,0.010375233,0.002826855,0.011332974,0.022859009,0.002749147,0.021758001
4790000,6450000,Jeollabuk-do,Jeollabuk-do Buan-gun,Buan-gun,HNA,0.082900746,0.005283106,0.020641267,0.012876258,8.25E-05,0,0.00449875,0.00916697,9.08E-02,0.307989016,1.29E-01,0.129457433,0.265635442,0.259737455,0.61594557,0.404870555,0.029641949,0.008856132,0.011724662,0.010569942,0.001413428,0.01996762,0.022042616,0.001241222,0.00823635
4800000,6460000,Jeollanam-do,Jeollanam-do Mokpo-si,Mokpo-si,HNA,0.011901938,0.014079717,0.035659968,0.020559152,0.010569657,0,0.022447809,0.031628461,4.22E-02,0.008560488,6.99E-03,0.006989707,0.026419541,0.070345957,0.008530966,0.052700595,0.062121658,0.003576142,0.023471675,0.022753192,0.006360424,0.011872639,0.025961303,0.000386464,0.013162552
4810000,6460000,Jeollanam-do,Jeollanam-do Yeosu-si,Yeosu-si,HNA,0.090388978,0.030373093,0.056143102,0.031588489,0.002917163,0,0.028114237,0.040828195,5.22E-01,0.121195644,1.91E-01,0.19080454,0.275377712,0.246980069,0.172200781,0.189061052,0.186435471,0.009968383,0.030183342,0.032544296,0.01130742,0.023745278,0.037309168,0.003051203,0.055777972
4820000,6460000,Jeollanam-do,Jeollanam-do Suncheon-si,Suncheon-si,HNA,0.190316746,0.022190307,0.052067742,0.031375231,0.003128062,0,0.028052806,0.039493954,2.01E-02,0.215102507,3.91E-01,0.391083876,0.491596474,0.314471502,0.461845179,0.452596042,0.199686723,0.046564096,0.027561896,0.02353203,0.014134276,0.026443605,0.040248184,0.002537317,0.023828873
4830000,6460000,Jeollanam-do,Jeollanam-do Naju-si,Naju-si,HNA,0.07465145,0.016448778,0.03284914,0.021545943,0.001004068,0,0.010898467,0.019470698,0.00E+00,0.362092423,1.42E-01,0.141631225,0.327807297,0.304119002,0.707691539,0.556155927,0.151034762,0.229555283,0.019154751,0.013685294,0.010600707,0.002698327,0.031431137,0.00581589,0.047388516
4840000,6460000,Jeollanam-do,Jeollanam-do Gwangyang-si,Gwangyang-si,HNA,0.077271654,0.020686854,0.034010825,0.018657549,0.00043988,0,0.014978303,0.020487223,3.79E-02,0.082355459,1.89E-01,0.189395274,0.249370675,0.219441253,0.203904008,0.237795545,0.088519536,0.067787188,0.017398607,0.017412589,0.00565371,0.009713977,0.024083599,0.000898067,0.015213783
4850000,6460000,Jeollanam-do,Jeollanam-do Damyang-gun,Damyang-gun,HNA,0.012123847,0.00372166,0.01363577,0.007427767,0.002566141,0,0.003844853,0.007090074,0.00E+00,0.153556308,1.73E-01,0.172679115,0.244814198,0.202689986,0.349835031,0.26662506,0.044695897,0.474267895,0.010725256,0.008122166,0.002120141,0.024824609,0.018777043,0.000974004,0.010687635
4860000,6460000,Jeollanam-do,Jeollanam-do Gokseong-gun,Gokseong-gun,HNA,0.044788787,0.002820264,0.010958392,0.006501813,0,0,0.001984592,0.004808016,0.00E+00,0.135018578,2.41E-01,0.241192088,0.294826266,0.1361866,0.280608977,0.23097567,5.78E-02,0.271373166,0.006826614,0.004617396,0.001413428,0.008634647,0.009959997,0.001056644,0.00576425
4870000,6460000,Jeollanam-do,Jeollanam-do Gurye-gun,Gurye-gun,HNA,0.067773262,0.002307862,0.008031094,0.004705789,0,0,0.001734825,0.003990004,0.00E+00,0.089170787,2.19E-01,0.218606085,0.238336489,0.104581084,0.183000495,0.16090432,0.019615013,0.389704599,0.007797283,0.00611944,0.001413428,0.014570966,0.007429178,0.003503587,0.005026636
4880000,6460000,Jeollanam-do,Jeollanam-do Goheung-gun,Goheung-gun,HNA,0.014768678,0.006262296,0.027652872,0.016325849,0.002105219,0,0.005692817,0.013978841,3.83E-01,0.354639195,2.88E-01,0.288471701,0.435490489,0.307561062,0.694435006,0.45104459,0.0415269,0.035531717,0.008806268,0.009485133,0.024028269,0.00701565,0.022614091,0.003117271,0.017656482
4890000,6460000,Jeollanam-do,Jeollanam-do Boseong-gun,Boseong-gun,HNA,0.057224587,0.002953368,0.01778967,0.0098167,0,0,0.0032804,0.007586741,5.46E-02,0.232088289,2.57E-01,0.2571407,0.357909149,0.262635967,0.49029175,0.361870519,0.074184427,0.037944146,0.010948765,0.010542127,0.003533569,0.009174312,0.015756388,0.00244849,0.005618917
4900000,6460000,Jeollanam-do,Jeollanam-do Hwasun-gun,Hwasun-gun,HNA,0.103140538,0.009739779,0.021249642,0.011601775,0.000188387,0,0.005563806,0.01025002,0.00E+00,0.15563478,3.51E-01,0.351379067,0.424479696,0.194860796,0.318109077,0.345059563,0.097016232,0.133570011,0.011909855,0.009206976,0.004946996,0.011872639,0.018613764,0.002418365,0.019328627
4910000,6460000,Jeollanam-do,Jeollanam-do Jangheung-gun,Jangheung-gun,HNA,0.01224297,0.00152694,0.014050674,8.16E-03,0.000193112,0,0.002964384,0.006510791,5.63E-02,0.190303901,2.51E-01,0.251201651,0.335350509,0.223187115,0.423064273,0.355246578,0.041200141,0.076043792,0.007248089,0.00720425,0.004946996,0.013491635,0.01314393,0.000855126,0.013682594
4920000,6460000,Jeollanam-do,Jeollanam-do Gangjin-gun,Gangjin-gun,HNA,0.012575898,0.001135749,0.013453069,7.87E-03,0,0,0.002650354,0.006289953,3.99E-02,0.207393857,1.80E-01,0.180423786,0.269615448,0.189776848,0.475690658,0.278071578,0.025431068,0.065867636,0.008413531,0.008622848,0.002826855,0.009713977,0.011347865,0.000906316,0.030872711
4930000,6460000,Jeollanam-do,Jeollanam-do Haenam-gun,Haenam-gun,HNA,0.023605725,0.006100153,0.029626319,0.016525843,0,0,0.00623981,0.012495459,1.66E-01,0.582144965,2.79E-01,0.278569092,0.558260022,0.44197089,1,0.911723621,0.061355048,0.155858479,0.011561819,0.013991266,0.003533569,0.015650297,0.020736387,0.001799153,0.021069672
4940000,6460000,Jeollanam-do,Jeollanam-do Yeongam-gun,Yeongam-gun,HNA,0.021496537,0.002961449,0.01879148,1.22E-02,0.000142648,0,0.004621716,0.009627564,1.21E-02,0.376386587,1.40E-01,0.139982887,0.329128038,0.312317874,0.714072721,0.546898534,0.070461331,0.007426888,0.010543255,0.009930183,0.002120141,0.015110631,0.029635072,0.000762322,0.048855987
4950000,6460000,Jeollanam-do,Jeollanam-do Muan-gun,Muan-gun,HNA,0.061567953,0.003376181,0.020048382,9.58E-03,0.000141059,0,0.007900423,0.012445349,1.19E-01,0.338069255,8.15E-02,0.081479478,0.242051213,0.239470772,0.384052507,0.370284183,0.11601034,0.007634114,0.011960943,0.010848099,0.002826855,0.007555316,0.021879337,0.001589091,0.017328539
4960000,6460000,Jeollanam-do,Jeollanam-do Hampyeong-gun,Hampyeong-gun,HNA,0.055360805,0.00294693,0.011627823,0.008147181,0,0,0.00238943,0.005492338,1.25E-02,0.21110159,1.05E-01,0.105330045,0.210712042,0.204499392,0.39123567,0.260579699,0.047972978,0.07943642,0.007765353,0.00522934,0.002120141,0.003777658,0.016491142,0.001584967,0.009563855
4970000,6460000,Jeollanam-do,Jeollanam-do Yeonggwang-gun,Yeonggwang-gun,HNA,0.036291448,0.00483807,0.017922527,0.013568103,0.001732408,0,0.004553722,0.008505776,1.29E-01,0.279336353,1.29E-01,0.129004454,0.255533959,0.214783665,0.496865706,0.33030891,5.75E-02,0.088166466,0.009435288,0.011181886,0.004946996,0.006475985,0.021307862,0.001735811,0.014704363
4980000,6460000,Jeollanam-do,Jeollanam-do Jangseong-gun,Jangseong-gun,HNA,0.06120422,0.004973037,0.012381774,0.007626767,0.000224414,0,0.003665775,0.006848968,0.00E+00,0.173484682,1.97E-01,0.197051866,0.279064602,0.217806209,0.355015023,0.302484878,0.064592772,0.22799036,0.007181036,0.005841284,0,0.01295197,0.015919667,0.002371374,0.011421314
4990000,6460000,Jeollanam-do,Jeollanam-do Wando-gun,Wando-gun,HNA,0.017531977,0.002213646,0.016930484,0.010335053,0,0,0.00421496,0.008505294,5.44E-01,0.095883812,1.61E-01,0.161241412,0.213184548,0.146208197,0.158930925,0.1467327,0.028344925,0.086377686,0.004754363,0.003170983,0.006360424,0.004856989,0.010449833,0.004737297,0.021851138
5000000,6460000,Jeollanam-do,Jeollanam-do Jindo-gun,Jindo-gun,HNA,0.045652909,0.000988027,0.011852988,0.007141585,0.000890402,0,0.00221296,0.005147351,3.67E-01,0.200945473,1.55E-01,0.155453356,0.236702762,0.170894886,0.319253788,0.232997128,0.020998276,0.081251277,0.003920993,0.003365692,0.000706714,0.003777658,0.005796392,0.000873098,0.028263662
5010000,6460000,Jeollanam-do,Jeollanam-do Sinan-gun,Sinan-gun,HNA,0.043952187,0.006640434,0.023555538,0.012914129,0.000148863,0,0.003147659,0.006662694,1.00E+00,0.327000498,1.92E-01,0.192125727,0.353385833,0.163283509,0.450917756,0.46880546,0.028369667,0.053477366,0.001896637,0.001696754,0.000706714,0.001079331,0.010123275,0.000388305,0.003629732
5020000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Pohang-si,Pohang-si,YNA,0.335838344,0.044546705,0.093926688,0.052972511,0.006594749,0,0.05143034,0.069325138,1.09E-01,0.22130683,4.71E-01,0.470675944,0.610273816,0.349085556,0.476936281,0.468140088,1.59E-01,1,0.051554029,0.057717449,0.028268551,0.097139773,0.052820638,0.011568217,0.043753023
5050000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Gyeongju-si,Gyeongju-si,YNA,0.128642059,0.018752318,0.059062137,0.03708821,0.004187883,0,0.025367013,0.040428633,2.49E-02,0.325460132,5.58E-01,0.558270629,0.715635276,0.405939914,0.710585368,0.633935789,3.24E-01,0.314010329,0.036703429,0.036772273,0.014840989,0.051268214,0.039350151,0.008068018,0.039133997
5060000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Gimcheon-si,Gimcheon-si,YNA,0.015973475,0.02033056,0.037360362,0.02182691,0.002344883,0,0.013626245,0.021930453,0.00E+00,0.250246633,4.37E-01,0.437306541,0.545093363,0.255492306,0.552220475,0.438646903,1.15E-01,0.035839563,0.017449694,0.014797919,0.000706714,0.028602267,0.026451139,0.003709304,0.01885173
5070000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Andong-si,Andong-si,YNA,0.018140211,0.017689113,0.048702799,0.02820743,0.002291883,0,0.015588885,0.025684266,0.00E+00,0.327169047,6.68E-01,0.668180789,0.82238246,0.354864389,0.452965111,1,1.74E-01,0.01472579,0.036071216,0.028093794,0.012720848,0.04587156,0.028247204,0.00789957,0.034130961
5080000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Gumi-si,Gumi-si,YNA,0.018916427,0.028281456,0.058124703,0.036673249,0.006753145,0,0.042203833,0.050290043,0.00E+00,0.186313916,2.14E-01,0.21434683,0.331543875,0.237747505,0.408756637,0.475187466,1.52E-01,0.0098483,0.040589298,0.020305416,0.004946996,0.031300594,0.03583966,0.014134259,0.194363056
5090000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Yeongju-si,Yeongju-si,YNA,0.065330857,0.009192138,0.028259094,0.017577872,0.000195564,0,0.009838765,0.015682001,0.00E+00,0.225691683,2.56E-01,0.2562662,0.361169558,0.19086109,0.372088024,0.283728419,9.10E-02,0.014207256,0.025767435,0.024783733,0.002826855,0.078791149,0.025634746,0.003161905,0.028504931
5100000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Yeongcheon-si,Yeongcheon-si,YNA,0.030935934,0.019283495,0.03187823,0.01978967,0.000396516,0,0.009555908,0.016649251,0.00E+00,0.230198227,3.90E-01,0.389970305,0.496040803,0.287389051,0.482758457,0.474485374,1.41E-01,0.050961639,0.018014854,0.012767378,0.000706714,0.020507285,0.020654747,0.004350538,0.054484084
5110000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Sangju-si,Sangju-si,YNA,0.062733673,0.014142417,0.037031724,0.021483635,0.00043736,0,0.00920839,0.017360009,0.00E+00,0.425921881,5.16E-01,0.516200267,0.677620845,0.327197985,0.817239146,0.584947992,1.11E-01,0.027919606,0.016916465,0.016188701,0.006360424,0.02698327,0.030288187,0.004072861,0.033785774
5120000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Mungyeong-si,Mungyeong-si,YNA,0.016198036,0.009485575,0.023799326,0.013780475,0.00099898,0,0.006458817,0.011465603,0.00E+00,0.184166255,4.30E-01,0.430247628,0.492092392,0.209536333,0.311167839,0.294634428,7.48E-02,0.009172247,0.022711743,0.021056438,0.012014134,0.06583918,0.018940322,0.004364017,0.02949919
5130000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Gyeongsan-si,Gyeongsan-si,YNA,0.121762873,0.020706944,0.0432315,0.025441265,0.001935185,0,0.026375923,0.032855736,0.00E+00,0.157798211,1.45E-01,0.144758034,0.221370085,0.17507905,0.275614452,0.24295716,2.38E-01,0.011642507,0.023190692,0.01874774,0.007773852,0.017808958,0.029635072,0.001173313,0.045046742
5140000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Gunwi-gun,Gunwi-gun,YNA,0.033452951,0.002137746,0.008004691,0.004979795,0,0,0.001470655,0.003714495,0.00E+00,0.11945482,2.91E-01,0.290522687,0.330994811,0.121850428,0.227700724,0.265308905,3.74E-02,0.01432668,0,0,0,0,0,0,0
5150000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Uiseong-gun,Uiseong-gun,YNA,0.06588641,0.004268516,0.022987975,0.014118801,0.000225495,0,0.004407285,0.010683439,0.00E+00,0.337232903,4.96E-01,0.495614918,0.634394598,0.23497913,0.640965515,0.510525896,5.72E-02,0.021237309,0.01559776,0.012071987,0.002120141,0.008094981,0.018777043,0.005466916,0.04409961
5160000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Cheongsong-gun,Cheongsong-gun,YNA,0.046697954,0.002318113,0.009515032,0.006527972,0.001731977,0,0.001634034,0.004212383,0.00E+00,0.127858941,4.18E-01,0.418199663,0.456484234,0.097947542,0.176770725,0.268015618,0.014192562,0.087837193,0,0,0,0,0,0,0
5170000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Yeongyang-gun,Yeongyang-gun,YNA,0.01063311,0.001685441,0.00574083,0.003807331,0.004965814,0,0.000768504,0.002417098,0.00E+00,0.102514791,4.13E-01,0.413323854,0.440034368,0.099477302,0.094892741,0.181984263,0.007709193,0.052287493,0,0,0,0,0,0,0
5180000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Yeongdeok-gun,Yeongdeok-gun,YNA,0.151578705,0.002330548,0.015061457,0.008093821,0.000161216,0,0.002830831,0.006838754,5.01E-02,0.095439314,3.74E-01,0.373650502,0.399704773,0.10882923,0.208568079,0.238356191,4.51E-02,0.503776748,0.011047748,0.013880003,0.004946996,0.024284943,0.010123275,0.016433083,0.011669752
5190000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Cheongdo-gun,Cheongdo-gun,YNA,0.0851214,0.002984142,0.011411495,0.007488383,0.005146375,0,0.003431949,0.008472305,0.00E+00,0.166415728,3.18E-01,0.317562977,0.374035187,0.159395181,0.31286048,0.300588813,4.08E-02,0.019623081,0.009294796,0.009652026,0.007067138,0.028602267,0.012245898,0.000978055,0.018681067
5200000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Goryeong-gun,Goryeong-gun,YNA,0.021771529,0.001606921,0.007541226,0.005617626,0,0,0.002333007,0.004511115,0.00E+00,0.095690581,1.52E-01,0.152269925,0.206364756,0.104292566,0.224017862,0.276828135,3.29E-02,0.010417766,0.007787704,0.003643849,0.004240283,0.00701565,0.015266552,0.010820037,0.014117754
5210000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Seongju-gun,Seongju-gun,YNA,0.060067925,0.003577961,0.014449103,9.36E-03,0.00011204,0,0.003562618,0.006432959,0.00E+00,0.140377697,2.54E-01,0.254485744,0.331969776,0.156284448,0.389042927,0.279336586,1.77E-02,0.084970455,0.010064307,0.005590943,0.008480565,0.014570966,0.017634093,0.00180976,0.04977605
5220000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Chilgok-gun,Chilgok-gun,YNA,0.019323639,0.006581349,0.017316649,0.011670054,1.50E-05,0,0.011078046,0.014708776,0.00E+00,0.095483193,1.83E-01,0.182506228,0.242568655,0.140781383,0.21262333,0.25066506,1.52E-01,0.010361124,0.02072251,0.011404412,0.000706714,0.014570966,0.022859009,0.002385736,0.058685507
5230000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Yecheon-gun,Yecheon-gun,YNA,0.040544512,0.004003617,0.015724578,1.05E-02,0.00151349,0,0.004634893,0.009795657,0.00E+00,0.290622575,2.22E-01,0.222330574,0.356530882,0.24242951,0.489850094,0.431797264,6.40E-02,0.031932403,0.00553026,0.003310061,0.00565371,0.004856989,0.007592457,0.002921939,0.012182198
